id,name,address,latitude,longitude,rating,second_word,types
459,Argakhanchi Rock Garden,"24FX+79H, सन्धीखर्क 32700, नेपाल",28.0231931,83.1484697,4.4,सन्धीखर्क,
460,Deurali Arghakhanchi,"25XX+JVW, Deurali Chauri Rd, भगवती 32600, नेपाल",28.0491242,83.1997125,4.9,Deurali Chauri Rd,
461,जीप पार्क चौक,"7H9X+V93, क्याम्पस रोड, बागलुङ 33300, नेपाल",28.2696375,83.5984261,3.9,क्याम्पस रोड,
462,बुद्द हिल Buddha Hill,"7HMG+3Q6 Buddha Hill, बुद्ध, हिल 33300, नेपाल",28.282671,83.576902,4.7,बुद्ध,
463,Nepal christian baglung church,"7H8R+J5V, बागलुङ 33300, नेपाल",28.2666138,83.5904232,4,बागलुङ,
464,Manilal Smriti Viewpoint,"7J84+Q4J, Unnamed Road, 33300, नेपाल",28.2669696,83.6052784,4.6,Unnamed Road,
465,Abdul Rahman Masjid ram rekha Baglung,"7J83+4CM, बागलुङ 33300, नेपाल",28.265389,83.6036399,4.8,बागलुङ,
466,श्री श्रीधराचार्य शालिग्राम संग्राहलय,"7HWQ+44X, बागलुङ, नेपाल",28.2953507,83.5878706,4.6,बागलुङ,
467,Sarkari ban(pala),"7GCV+W4, पाला 33300, नेपाल",28.272319,83.5428145,0,पाला,
468,Bhakunde Fish Market,"6JQ5+579, भकुण्डे 33300, नेपाल",28.237925,83.6082346,4.5,भकुण्डे,
469,कालिका भगवती मन्दिर,"7J47+5C8, बागलुङ 33300, नेपाल",28.2554203,83.6135628,4.7,बागलुङ,
470,पञ्चकोट बाग्लुङ्ग,"बागलुङ 33300, नेपाल",28.2889122,83.5784161,4.4,नेपाल,
471,JYUTALI BAITADI,"GF99+CGM, Khalanga 10200, नेपाल",29.5185787,80.4688061,5,Khalanga,
472,Bethshalom Church,"P82C+4G9, काठमाडौँ 44600, नेपाल",27.7002536,85.3213627,5,काठमाडौँ,
473,Baitadi khakardhar,"GF99+CGM, Khalanga 10200, नेपाल",29.5185787,80.4688061,5,Khalanga,
474,Bairatpur Mosque,"भतौडा 44400, नेपाल",27.0341554,84.9615296,4.5,नेपाल,
475,ईजर,"8JCP+7G, अमरगढी 10300, नेपाल",29.3206897,80.6363362,0,अमरगढी,
476,Friends Aquatics Nepal,"मध्यपुर थिमि 44600, नेपाल",27.6799846,85.3763028,4.3,नेपाल,
477,श्री नीगलासैनी भगवती मन्दिर,"GFG8+6J6, Khalanga 10207, नेपाल",29.5255495,80.4665035,4.7,Khalanga,
478,"Pipalkot,Baitadi","HFV2+63X, श्रीकेदार 10200, नेपाल",29.5929514,80.4512259,5,श्रीकेदार,
479,देस्कोवेरी वोर्ल्ड तरेक,"Kaldhara Marg, काठमाडौँ 44600, नेपाल",27.7157974,85.3083157,5,काठमाडौँ,
480,Bhundole Ground,"J6PX+RQW, दक्षिणकाली 44600, नेपाल",27.637105,85.2494561,4.4,दक्षिणकाली,
481,बारिल झरना Baril waterfall,"H5H5+FR6, जयपृथ्वी 10500, नेपाल",29.578671,81.1595118,4.5,जयपृथ्वी,
482,"Ananta Mukti Church, Bajhang, Nepal (अनन्त मुक्ति चर्च)","Ringrode, जयपृथ्वी 10500, नेपाल",29.5509403,81.200997,3,जयपृथ्वी,
483,Chainpur bajhang,"H52X+QHJ, जयपृथ्वी 10500, नेपाल",29.5519527,81.1988883,4.4,जयपृथ्वी,
484,(धौलिगाड)( लघुजलविद्युत),"H2RG+7V, लेखगाउँ 10500, नेपाल",29.5906907,81.0271282,5,लेखगाउँ,
485,राष्ट्रिय कला सङ्ग्रहालय,"MCCH+W55, Durbar square Durbar Square, भक्तपुर 44800, नेपाल",27.6721934,85.4281506,4.2,Durbar square Durbar Square,
486,Bhaktapur Aquarium,"सुर्यविनायक 44800, नेपाल",27.6639935,85.4261263,3.9,नेपाल,
487,Masta temple Bhandari gaun bhatekhola Bajhang,"H64X+555, भाटेखोला 10500, नेपाल",29.5553965,81.2479838,5,भाटेखोला,
488,Bhopur Darbar (Bhopur Palace),"H645+VFV, जयपृथ्वी 10500, नेपाल",29.5572377,81.2086771,4.3,जयपृथ्वी,
489,"Jayaprithvinagar, Bajhang","G4J3+W93, कडेल 10500, नेपाल",29.5322548,81.1034166,4.3,कडेल,
490,"Lokhada, Khaptad-channa Bajhang","C48V+G58, 10500, नेपाल",29.4162974,81.1429634,5,10500,
491,Vajra Fulbari Nagar Udhyan (Dikulpuja Park),"Chapagaun to, F24, झरुवाराशी 44700, नेपाल",27.6074903,85.3331856,4.3,F24,
492,Church of Lord's Grace,"बडीमालिका 10600, नेपाल",29.456993,81.4791511,4.2,नेपाल,
493,Nuri Jama Masjid Nabin,"Q2VG+VC, कजरा रमौल 45600, नेपाल",26.7945691,86.0261703,5,कजरा,
494,राष्ट्रिय काष्ठकला सङ्ग्रहालय,"MCFP+86P, भक्तपुर 44800, नेपाल",27.673326,85.435567,4.6,भक्तपुर,
495,"Tribeni patan, Bajura","P9W3+5Q4, Kailashmandau 44600, नेपाल",27.7453826,85.3544733,4,Kailashmandau,
496,Jarayotar Statue,"562V+CC4, जरायोटार 57000, नेपाल",27.1510047,87.2435763,4.3,जरायोटार,
497,Khopra Trek Nepal,"Pattipa, Bagdol, ललितपुर 44600, नेपाल",27.6708563,85.3011228,5,Bagdol,
498,सल्लाघारी पिकनिक स्थल,"PF5Q+J28, नगरकोट पदयात्रा मार्ग, महामञ्जुश्री नगरकोट, नेपाल",27.7090273,85.4875642,4.2,नगरकोट पदयात्रा मार्ग,
499,Kakrabari,"Doleshwor-Aashapur Rd, सुर्यविनायक, नेपाल",27.6344015,85.4636161,4.6,सुर्यविनायक,
500,बाँके राष्ट्रिय निकुञ्ज,"Banke, 21904, नेपाल",28.2276507,81.7072105,4.1,21904,
501,Wonderland Water Park,"4M75+26, Ratna Rajmarg H12 (Nepalganj-Surkhet Road), नेपालगञ्ज 21900, नेपाल",28.1122643,81.6581918,4,Ratna Rajmarg H12 (Nepalganj-Surkhet Road),
502,"Balidan AG Church, Sikta","बाँके राष्ट्रिय निकुञ्ज, Sikta, Raptisonari-1, नेपाल",28.0343512,81.9795524,5,Sikta,
503,श्री बागेश्वरी मंदिर,"नेपालगञ्ज 21900, नेपाल",28.0617648,81.6237633,4.5,नेपाल,
504,HASHMATI MASJID UP MAHA NAGAR PALIKA 5 NEPALGUNJ BANKE NEPAL,"3J3M+X8P, नेपालगञ्ज 21900, नेपाल",28.0549688,81.6333349,5,नेपालगञ्ज,
505,भानुभक्त चोक,"3J7H+M7F, New Rd, नेपालगञ्ज 21900, नेपाल",28.0640907,81.6282014,0,New Rd,
506,Ramblers Nepal Trekkng And Adventure Pvt. Ltd.,"3J6Q+9FW, नेपालगञ्ज 21900, नेपाल",28.0609983,81.6387091,3.8,नेपालगञ्ज,
507,Picnic park,"बाँसगढी 21800, नेपाल",28.3490936,81.7221675,4.8,नेपाल,
508,Banke National Park,"7MQ7+HWG, बाँसगढी 21904, नेपाल",28.288941,81.6648169,4.3,बाँसगढी,
509,बर्दिया राष्ट्रिय निकुञ्ज,नेपाल,28.3648644,81.5596427,4.4,,
510,Shanti Church,"C8PP+Q5G, महेन्द्र राजमार्ग, नेउलापुर 21800, नेपाल",28.4369346,81.3354598,5,महेन्द्र राजमार्ग,
511,Masjid bilal gorakh chaura bardiya,"5CR5+R6M, Munalbasti 21800, नेपाल",28.1920652,81.4080453,5,Munalbasti,
512,"Tharu Cultural Museum, Bardiya National Park, Thakurdwara","F63V+28H, ठाकुरद्धारा 21800, नेपाल",28.45258,81.2433413,4,ठाकुरद्धारा,
513,"Cage of the Tiger, Bardiya National Park","F63R+3HH, 21800, नेपाल",28.4526575,81.2414824,5,21800,
514,"Ambassa, Entry Point of Bardiya National Park","G86G+924, नेउलापुर 21800, नेपाल",28.5107288,81.3251272,4.2,नेउलापुर,
515,Chautari Community Church (Reformed),"MCCG+8JG, भक्तपुर 44800, नेपाल",27.6708014,85.4266027,5,भक्तपुर,
516,भक्तपुर दरबार क्षेत्र,"Durbar square, भक्तपुर 44800, नेपाल",27.67207,85.4282951,4.6,भक्तपुर,
517,भक्तपुर जामे मस्जिद,"MC9M+W8Q, अरनिको राजमार्ग, भक्तपुर 44800, नेपाल",27.6698252,85.4333642,4,अरनिको राजमार्ग,
518,भक्तपुर कला ग्यालरी,"MCCH+W55, भक्तपुर 44800, नेपाल",27.6722594,85.4279759,4.6,भक्तपुर,
519,वाकुपति नारायण मन्दिर,"MCFP+8RW, भक्तपुर 44800, नेपाल",27.6733709,85.4370815,4.7,भक्तपुर,
520,पचपन्न झ्याले दरवार,"Durbar Square, भक्तपुर 44800, नेपाल",27.6721673,85.4285799,4.7,भक्तपुर,
521,Bhaktapur Trekking Store,"भक्तपुर 44800, नेपाल",27.6702998,85.4282695,5,नेपाल,
522,नील बाराही बनभोज स्थल,"M9WW+5M6, मध्यपुर थिमि 44600, नेपाल",27.695404,85.3966293,4.1,मध्यपुर,
523,रानीकोट,"JCFH+V62, अनन्तलिङ्गेश्वर, नेपाल",27.6246392,85.4280041,4.3,अनन्तलिङ्गेश्वर,
524,Suntale,"63J5+VHH, भोजपुर 57000, नेपाल",27.2321898,87.0589991,3.8,भोजपुर,
525,Temke dada,"54R2+8W5, 57000, नेपाल",27.1907718,87.1023746,4,57000,
526,AQUA CLOSET,"Nagaun dobato, कीर्तिपुर 44618, नेपाल",27.6748205,85.2781001,4.4,कीर्तिपुर,
527,सिद्धकाली मन्दिर,"52FW+88P, भोजपुर 57000, नेपाल",27.1733185,87.0458387,4.4,भोजपुर,
528,Bhojpur bajar,"52CX+FF5, भोजपुर 57000, नेपाल",27.1711367,87.0487306,4.4,भोजपुर,
529,चखेवा CHAKHEWA,"5WXH+W66, भोजपुर 57000, नेपाल",27.1997846,86.9280252,4.5,भोजपुर,
530,"Chakhewa, Bhojpur","6W2M+F36, 57000, नेपाल",27.2014599,86.9331294,4.5,57000,
531,चितवन राष्ट्रिय निकुञ्ज,नेपाल,27.519285,84.3135318,4.4,,
532,James World Fun Park,"Adhwait Chok, Lanku, भरतपुर 44207, नेपाल",27.6767952,84.4068844,3.9,Lanku,
533,Makki Jame Masjid مسجد,"MCRC+CRP, भरतपुर 44200, नेपाल",27.6909815,84.4220117,4.5,भरतपुर,
534,थारु सांस्कृतिक संग्रहालय तथा अनुसन्धान केन्द्र,"रत्‍ननगर 44200, नेपाल",27.5823711,84.5077146,4.1,नेपाल,
535,Chitwan National Park (Sauraha),"HFFV+Q6W, रत्‍ननगर 44200, नेपाल",27.5743603,84.4933382,4.5,रत्‍ननगर,
536,Nepal Aquarium & Decoration House,"MCXG+RWH, Pragati Path, भरतपुर 44207, नेपाल",27.699603,84.4273097,4,Pragati Path,
537,Creative Art Gallery,"HFGV+XM4, Baadreni Road, रत्‍ननगर 44200, नेपाल",27.5773864,84.4942165,3.7,Baadreni Road,
538,गैंडा प्रतिमा,"HFGV+WJX, रत्‍ननगर 44204, नेपाल",27.577371,84.4941048,4.4,रत्‍ननगर,
539,The Chitwan Jungle Guides(Crazy Tiger's Trek & Tours),"Bachhaili Road, रत्‍ननगर 44204, नेपाल",27.5766502,84.4965941,4.6,रत्‍ननगर,
540,SanoGadi Picnic Spot,"भरतपुर 44200, नेपाल",27.6938142,84.358316,4.1,नेपाल,
541,टिकौली जंगल,"JFG7+9CV, भरतपुर 44204, नेपाल",27.6259771,84.4635565,4.3,भरतपुर,
542,"Amaragadhi Park, Dadeldhura","7HRX+W85, अमरगढी 10300, नेपाल",29.2922668,80.5983538,4.5,अमरगढी,
543,Dream World Amusement Pvt. Ltd.,"Ghumaune Tol, चन्द्रागिरी 7, नेपाल",27.6862568,85.2182448,4.9,चन्द्रागिरी,
544,"New India Church of God, Dedaldura, Nepal","H14, 10300, नेपाल",29.3507534,80.6063778,4,10300,
545,अमरगढी किल्ला,"7HXP+VFP, H14, अमरगढी 10300, नेपाल",29.2997091,80.5861974,4.4,H14,
546,GHAUSIA JAMA MASJID Bhimdatta Nagar Palika 4 Street (Gali) No (1) MahindraNagar Dist. KanchanPur SudurPashchim ( Nepal ),"X58J+5Q8, Hospital Link, भीमदत्त 10400, नेपाल",28.96546,80.1819578,5,Hospital Link,
547,Mahendranagar museum,"X59Q+W9V, भीमदत्त 10400, नेपाल",28.969822,80.1884121,3.8,भीमदत्त,
548,उग्रतारा मन्दिर,"8JJ3+QWX श्री उग्रतारा भगवती मन्दिर, H14, अमरगढी 10300, नेपाल",29.3345505,80.6036245,4.7,H14,
549,Bhimdatta Panta Statue,"7HXQ+3JX, गडी मार्ग, अमरगढी 10300, नेपाल",29.2976952,80.5891414,3,गडी मार्ग,
550,डडेलधुरा,"डडेलधुरा, नेपाल",29.2188245,80.4993857,,नेपाल,
551,एडभेन्चर ट्रेक्स नेपाल प्रा लि,"ठमेल मार्ग, काठमाडौँ 44600, नेपाल",27.713566,85.3112769,5,काठमाडौँ,
552,Danda khali,"3H89+V4, बुडर 10900, नेपाल",29.0671962,80.5677505,0,बुडर,
553,घासको मेला-भुड्डीसल्ला,"9QPW+3R, 10200, नेपाल",29.3851875,80.7970625,5,10200,
554,Barhakune Park,"3FFP+W4R, घोराही 22400, नेपाल",28.0748617,82.4852598,4.6,घोराही,
555,Dream Park,"घोराही 22400, नेपाल",28.0046875,82.4981875,4.4,नेपाल,
556,Balidan AG Church Ghorahi Dang,"2FQH+VHV, घोराही 22400, नेपाल",28.0397103,82.4789578,4.5,घोराही,
557,Sawarikot View Point,"2HF2+42R, लक्ष्मीपुर 22400, नेपाल",28.022852,82.550008,4.4,लक्ष्मीपुर,
558,Al salfiya zama mosque,"2FWQ+5R6, Nayabazar Rd, घोराही 22400, नेपाल",28.0454136,82.4895251,4.3,Nayabazar Rd,
559,"थारू साँस्कृतिक संग्रहालय, चखौरा","हेकुली 22412, नेपाल",28.116195,82.2019462,4.1,नेपाल,
560,Happy Fish Aquarium Dang,"Gorakshya Toll, Deupur Road, लमही 00977, नेपाल",27.8730077,82.5158099,3.7,Deupur Road,
561,Poshan Arts,"47HX+W67, तुलसीपुर 22412, नेपाल",28.1297746,82.2980424,4.8,तुलसीपुर,
562,Pandaveshwor Mahadev Temple,"XCCW+J2X, घोराही - धर्ना सडक, धरना 22400, नेपाल",27.9716145,82.4450958,4.5,घोराही - धर्ना सडक,
563,BP Chowk,"2FVG+46, घोराही 22400, नेपाल",28.0384607,82.4888854,3.9,घोराही,
564,Shahid Netralal Chowk,"2FQP+QM5, F015, घोराही 22400, नेपाल",28.0393923,82.4867423,3.9,F015,
565,Hattikharka,"3G99+CP, घोराही 22400, नेपाल",28.0685794,82.5193116,4.5,घोराही,
566,Sisne Khola Picnic Spot,"2GG6+JM4, घोराही 22400, नेपाल",28.02652,82.5116878,5,घोराही,
567,पानीको इनार,"WX47+G975, WX47+G7, मिथिला 45600, नेपाल",26.9058968,85.9632062,4,WX47+G7,
568,Dhanushadham Church,"R3P6+8X7, धनुषाधाम 45600, नेपाल",26.835801,86.0623246,3,धनुषाधाम,
569,Dhanusha Dham To Way,"QW7H+4P5, जनकपुर 45600, नेपाल",26.7627621,85.9293596,4.7,जनकपुर,
570,धनुष द्वार गेट धनुषाधाम,"R2JW+374, धनुषाधाम 2, नेपाल",26.8301258,86.0457121,4.2,धनुषाधाम,
571,Noori Jama Masjid,"W23J+GWC, धनुषाधाम 45600, नेपाल",26.9038178,86.0323054,5,धनुषाधाम,
572,Janaki Mandir Historical Museum And Janaki Animation,"Unnamed Road, 45600, नेपाल",26.7301842,85.9253389,4.4,45600,
573,Janakpur aquarium house,"PWFF+VV6, जनकपुर 45600, नेपाल",26.7246574,85.9246464,3.8,जनकपुर,
574,Sunaina Mithila Art Gallery,"PWJG+4CC, जनकपुर 45600, नेपाल",26.7303108,85.9260225,4.8,जनकपुर,
575,Shree Hanuman Ram Janaki Mandir,"kumhara Dhanusha 45608Yagyabhumi,, धनुषाधाम 45600, नेपाल",26.884309,86.0390301,4.9,,
576,King Janak Monument,"PWVC+6M7, जनकपुर 45600, नेपाल",26.7430337,85.9216811,4.5,जनकपुर,
577,धनुषाधाम संरक्षित वन,"R3V2+X5F, धनुषाधाम 45600, नेपाल",26.8449378,86.0504111,4.2,धनुषाधाम,
578,ट्रेक नेपाल,"p886+429, काठमाडौँ 44600, नेपाल",27.7152409,85.310043,4.9,काठमाडौँ,
579,Champuja Greenery Park/Children Park,"45500, भिमेश्वर नगरपालिका, नेपाल",27.6779445,86.0786748,4.5,भिमेश्वर नगरपालिका,
580,Pokhari/पोखरी,"M3GF+FGP, भिमेश्वर नगरपालिका 45500, नेपाल",27.6762001,86.0735732,0,भिमेश्वर,
581,Dolakha Church,"G4VX+Q7M, हावा 45500, नेपाल",27.5444627,86.1481685,5,हावा,
582,"द्वाल्खा भिमदेउ, दोलखा भीमसेन मन्दिर","M3HG+5HW, भिमेश्वर नगरपालिका 45500, नेपाल",27.6779789,86.0764479,4.6,भिमेश्वर,
583,Aqsa masjid,"M27W+7J, भिमेश्वर नगरपालिका 45500, नेपाल",27.6632548,86.0465325,5,भिमेश्वर,
584,G.Sagar Aquarium,"गुणकामदेव मार्ग, काठमाडौँ 44614, नेपाल",27.7017294,85.3052411,4.1,काठमाडौँ,
585,Dolpo Art Gallery,"P9G9+MWX, बौद्ध सडक, काठमाडौँ 44602, नेपाल",27.7267552,85.3698507,4.8,बौद्ध सडक,
586,Sailungeshwor Mahadev,"HX6F+HRR, शैलुङेश्वोर 45500, नेपाल",27.5614829,85.9745015,4.6,शैलुङेश्वोर,
587,Kharidhunga Picnic Sport,"PW3Q+X99, तौथली, नेपाल",27.7048377,85.9384948,4.4,तौथली,
588,Bhorle Waterfall - भोर्ले झरना,"Q54Q+296, चरिकोट - लामबगर सडक, सुनखानी 45500, नेपाल",27.7550492,86.1883761,4.9,चरिकोट - लामबगर सडक,
589,NIM Dolpa Himalayan Church,"XQVR+CFX, Jiun 21400, नेपाल",28.9936413,82.791237,5,Jiun,
590,Upper Dolpa Trek,"C3MW+7X9, साल्दाङ 21400, नेपाल",29.433172,83.097497,4.1,साल्दाङ,
591,Jama Masjid Baluwa,"MW9G+J57, कञ्चनरुप 56400, नेपाल",26.6690297,86.9254081,3.9,कञ्चनरुप,
592,Dolpo Museum डोल्पो संग्राहलय,"C3GC+75, साल्दाङ 21400, नेपाल",29.42557,83.0705315,5,साल्दाङ,
593,Upper Dolpo Nepal,"Saldang 21400 Dolpo, 21400, नेपाल",29.3495942,82.9649802,4.8,21400,
594,Maafi Temple,"2HG5+4XH, कालिका 21400, नेपाल",29.0253037,82.5599773,5,कालिका,
595,डोल्पा,"डोल्पा, नेपाल",29.0538532,83.0790865,,नेपाल,
596,Upper Dolpo Trek,"Dolpo, साल्दाङ 21400, नेपाल",29.3796513,83.122279,4,साल्दाङ,
597,Bhimsen Thapa Park,"Bhimsen Park, Unnamed Road, 34000, नेपाल",28.0161464,84.6454358,4.2,Unnamed Road,
598,गोरखा संग्रालय,"Rani Pokhari Maarga, गोरखा 34000, नेपाल",27.9987262,84.6244287,4.4,गोरखा,
599,Masjid Gorkha,"गोरखा 34000, नेपाल",27.9935621,84.6283767,5,नेपाल,
600,Gorakhnath Temple,"M9RP+J73, मध्यपुर थिमि 44600, नेपाल",27.6915042,85.3856631,4.3,मध्यपुर,
601,Trekking in Nepal Info ( P. ) Ltd.,"भक्तपुर दरबार क्षेत्र, भक्तपुर 44800, नेपाल",27.6721761,85.4284397,4.4,भक्तपुर,
602,Monkey trail,"P7C8+738, Unnamed Road, नागार्जुन 44600, नेपाल",27.7206504,85.2652078,4.3,Unnamed Road,
603,Garjura Park,"रेसुङ्गा 32600, नेपाल",28.0777908,83.2536718,4.4,नेपाल,
604,Resunga Fun Park,"37H3+48X Resunga park, रेसुङ्गा 32600, नेपाल",28.0786431,83.2526608,4.5,रेसुङ्गा,
605,Shalom,"XF9X+2PH, आलमदेवी 33800, नेपाल",27.9675602,83.4993723,5,आलमदेवी,
606,Gulmi,"36CQ+MVX, रेसुङ्गा 32600, नेपाल",28.071732,83.2396642,4.4,रेसुङ्गा,
607,Tamghas masjid,"369R+37F, Tamghas, रेसुङ्गा 32600, नेपाल",28.0676722,83.2406554,5,Tamghas,
608,Musikot Palace मुसिकोट दरवार,"5768+7Q4, Musikot 32600, नेपाल",28.1605624,83.2668933,4.5,Musikot,
609,Pokharel Animal and Agricultural Farm,"VFM4+9F6, Deurali 32500, नेपाल",27.8834098,83.456153,5,Deurali,
610,Get Fish Aquarium,"J992+GV, गोदावरी 44700, नेपाल",27.618808,85.3520538,4.2,गोदावरी,
611,bhagwati mandir thama (sumanbc),"35MV+42R, gulmi 6, रेसुङ्गा 32600, नेपाल",28.0828625,83.1925156,0,gulmi,
612,Timure Taal,"492H+6P5, शान्तिपुर 32600, नेपाल",28.1005141,83.3793654,4.2,शान्तिपुर,
613,गुल्मी,"गुल्मी, नेपाल",28.088934,83.2934086,,नेपाल,
614,Pulkamukh Gulmi,"38RR+32F, Unnamed Road, तुराङ 32600, नेपाल",28.0901835,83.3400603,3.9,Unnamed Road,
615,Resunga Foot Trail,"378C+8PP, रेसुङ्गा 32600, नेपाल",28.065847,83.2718422,4.3,रेसुङ्गा,
616,KankeDeurali tourism spot purkotdaha gulmi,"43FC+95H, भनभने 32600, नेपाल",28.1234335,83.0704842,3.8,भनभने,
617,Somai_Danda,"26JG+F9, भगवती 32600, नेपाल",28.0312038,83.2259353,5,भगवती,
618,मुर्मा सिरान,"G2PQ+FWM, Rara lake, रारा, नेपाल",29.5362068,82.0397864,4.8,Rara lake,
619,"ग्रेस चर्च,श्रीनगर हुम्ला, Grace Church Adanchuli Rural Municipality Humla","MV67+Q57 ग्रेस चर्च, श्रीनगर 21000, नेपाल",29.6619971,81.862877,5,श्रीनगर,
620,हुम्ला,"हुम्ला, नेपाल",30.0051731,81.9534815,,नेपाल,
621,"Limi Valley, Humla","2X43+399, ठेहे 21000, नेपाल",30.0051731,81.9534815,0,ठेहे,
622,यालबाङ गुम्बा,"3J69+9C6, लिमी ल्हाप्चा सडक, मुचू 21000, नेपाल",30.0608684,81.6184289,4.7,लिमी ल्हाप्चा सडक,
623,SU FLOWERHORN AQUARIUM,"02, Lazimpat, 44600, नेपाल",27.7196446,85.3183573,3.5,Lazimpat,
624,Thehe humla,"5X8G+V47, ठेहे 21000, नेपाल",30.167168,81.9752995,5,ठेहे,
625,Humla chang la valley trek,"XV5W+Q5C, बरगाउँ 21000, नेपाल",29.9594469,81.8954011,3,बरगाउँ,
626,HIMALAYAN TREKKERS PVT.LTD,"POB. No: 20620, ठमेल मार्ग 26, काठमाडौँ 44600, नेपाल",27.7151201,85.3113085,4.9,ठमेल,
627,लिमी,"लिमी, नेपाल",30.3070715,81.647344,,नेपाल,
628,हिमालय सीनरी ट्रेकहरू प्राइवेट लिमिटेड,"Chhetrapati, काठमाडौँ 44600, नेपाल",27.7120932,85.3074167,4.7,काठमाडौँ,
629,Himalayan Companion Treks and Expedition,"Mhepi 29, काठमाडौँ 44600, नेपाल",27.7269229,85.3111875,4.1,काठमाडौँ,
630,Magical Nepal (P) Ltd.,"ठमेल मार्ग, काठमाडौँ 44600, नेपाल",27.7159329,85.3117579,4.9,काठमाडौँ,
631,सिमिकोट,"सिमिकोट 21000, नेपाल",29.9862834,81.8333656,,नेपाल,
632,Raling Hotel,"सिमिकोट 21000, नेपाल",29.972497,81.8182818,3.8,नेपाल,
633,simikot humla,"सिमिकोट 21000, नेपाल",29.9862834,81.8333656,5,नेपाल,
634,Rara National Park,"G3FH+GGX Rara Lake, रारा 21100, नेपाल",29.5238567,82.0788445,4.4,रारा,
635,"Aul puma, Humla","Q2R4+CG5, गोठी 21000, नेपाल",29.7910152,82.0063566,3,गोठी,
636,Fun Park Ilam,"WW5J+V2R, ईलाम 57300, नेपाल",26.9096976,87.9297417,4,ईलाम,
637,हिमालय क्रुसेड पेन्तीकोस्टल चर्च इलाम,"VWPF+7J9, ईलाम 57300, नेपाल",26.8856467,87.9241379,4.2,ईलाम,
638,इलाम भ्यू टावर,"Panitanki, ईलाम 57300, नेपाल",26.9141056,87.9274384,4.2,ईलाम,
639,"Pahadi jama masjid, ilam nagar palika","WW3F+2W4, ईलाम 57300, नेपाल",26.9017096,87.9237209,3,ईलाम,
640,चियाबारी कटेज,"WW7G+VFM Ilam, Bazar 57300, नेपाल",26.9147055,87.9261745,3.9,Bazar,
641,Ilam Art,"WW5G+XXV, ईलाम 57300, नेपाल",26.9099915,87.9274266,0,ईलाम,
642,सिंहबाहिनी मन्दिर,"WW4H+H3G, मेची राजमार्ग, ईलाम 57300, नेपाल",26.906431,87.9276968,4.6,मेची राजमार्ग,
643,The Triangle,"WW6G+855, ईलाम 57300, नेपाल",26.9107605,87.92549,4.5,ईलाम,
644,East Nepal Adventure Trekking & tour,"Bhanupath Ilam, Bazar 57300, नेपाल",26.9078005,87.9238777,5,Bazar,
645,Todke Jharna,"2WVW+JFR, ईलाम 57300, नेपाल",27.0441079,87.9461457,4.4,ईलाम,
646,Chapabot park,"PC39+R82, High School Bus Stand, चाँगुनारायण 44802, नेपाल",27.7045163,85.4182586,4.1,High School Bus Stand,
647,Church,"P9JP+JPQ, जनसुधार मार्ग, गोकर्णेश्वर 44600, नेपाल",27.7316138,85.3868602,0,जनसुधार मार्ग,
648,Jajarkot Risang,"खलङ्गा 21500, नेपाल",28.708275,82.1994492,5,नेपाल,
649,कश्मीरी जामा मस्जिद नेपाल काठमाडौं,"P859+G33, दरवार मार्ग, काठमाडौँ 44600, नेपाल",27.7087615,85.3176462,4.6,दरवार मार्ग,
650,Barekot 7 luhag Jajarkot,"P8H6+HG6, काठमाडौँ 44600, नेपाल",27.7289146,85.3112622,5,काठमाडौँ,
651,तिर हने jajarkot को राजाले,"M6FF+62, कोटजहारी 22000, नेपाल",28.6731144,82.2225179,5,कोटजहारी,
652,Salbari Park,"M2G7+366, Charali- Sanischare Rd, शनि अर्जुन 57205, नेपाल",26.6751638,88.0130266,4.3,Charali- Sanischare Rd,
653,ह्याप्पील्याण्ड फनपार्क,"MV4X+4HQ, कन्काई 57200, नेपाल",26.6553354,87.8989824,4.2,कन्काई,
654,New Church Bhangbari Jhapa,"MMXW+MJJ, दमक 57217, नेपाल",26.6992166,87.696525,5,दमक,
655,आदर्श टोल,"HV3R+FGP, Surunga - Jhapa Rd, शरणामती 57200, नेपाल",26.5538365,87.8916127,4.7,Surunga - Jhapa Rd,
656,Jama Masjid,"Jhapa Gaunpalika 3, शरणामती 57200, नेपाल",26.5455087,87.8942451,0,शरणामती,
657,Jhapa Natak Ghar,"MX2G+586, बिर्तामोड 57204, नेपाल",26.6504229,87.975756,4.4,बिर्तामोड,
658,Jamunkhadi Zoo,"MW36+6XX Jamunbadi Wetland Area, कन्काई 57200, नेपाल",26.6531057,87.9124977,3.9,कन्काई,
659,Exotic Aquariums and Pet Shop,"MM5X+Q53, दमक 57217, नेपाल",26.6593994,87.6979017,4.6,दमक,
660,DEHI ART,"Ward office road, West of Manisha Polyclinic, Mechinagar 6, नेपाल",26.6473659,88.1532933,4.5,West of Manisha Polyclinic,
661,Durgapur Jhapa,"JWMF+VMQ, कन्काई 57200, नेपाल",26.6392992,87.9287896,3.7,कन्काई,
662,यलम्बर चोक Yalamber Chowk,"MM7V+X25, Pashupati Oil Rd, दमक 57217, नेपाल",26.6648816,87.6926156,4.1,Pashupati Oil Rd,
663,झापा चोक,"G3QP+QPG, भद्रपुर 57200, नेपाल",26.5394291,88.0868179,5,भद्रपुर,
664,Trek 8586,"Ilaka Road, बिर्तामोड 57204, नेपाल",26.6425567,87.9960388,4.9,बिर्तामोड,
