id,name,address,latitude,longitude,rating,second_word,types,description,removal_reason
3219,inadaraeshawaora manadaira,"HGP8+3XP, panaautaii ७, naepaala",27.5852042,85.5175314,4.8,panaautaii ७, hindu_temple,,Missing description
3220,"Sorhakhutte Panauti, saoharakhautatae panaautaii","HGM7+RX3, panaautaii 45209, naepaala",27.5845189,85.5149345,4.6,panaautaii, historic_site,,Missing description
3221,Panauti-- Dhulikhel community Hike,"PANAUTI-DALIMCHOK SUNTHAN DEVI THAN DHULIKHEL, panaautaii 45209, naepaala",27.5867342,85.5143969,3.0,panaautaii, trek,,Missing description
3222,Radha Krishna Trail,"panaautaii 45209, naepaala",27.5891051,85.4987751,4.5,naepaala, hike,,Missing description
3223,White Park Resort,"aranaikao raajamaaraga, paaँchakhaala 45212, naepaala",27.6455327,85.6317029,4.2,paaँchakhaala, park,,Missing description
3224,haokasae (paaँchakhaala),"MM23+9W4, palaanachaoka bhagawataii maaraga, paaँchakhaala 45200, naepaala",27.6509013,85.6548435,4.0,palaanachaoka bhagawataii maaraga, church,,Missing description
3225,"Landstar view , Panchkhal, Bhamarkot","JJH4+3X, paaँchakhaala 45212, naepaala",27.6276849,85.6074975,4.3,paaँchakhaala, tourist_attraction,,Missing description
3226,paaँchakhaala nagarapaalaikaa,"Kabhraplanchok, paaँchakhaala 45212, naepaala",27.6497317,85.61839,4.2,paaँchakhaala, mosque,,Missing description
3227,Hokse Church,"MJ47+H36, paaँchakhaala 45212, naepaala",27.6564212,85.612648,5.0,paaँchakhaala, museum,,Missing description
3228,Chiyan danda,"MHRM+XJ Pamya gaira, paaँchakhaala 45200, naepaala",27.6938525,85.5835058,0.0,paaँchakhaala, zoo,,Missing description
3229,palaanyachaoka bhagawataii manadaira,"palaanachaoka bhagawataii maaraga, paaँchakhaala 45212, naepaala",27.6288065,85.6741142,4.6,paaँchakhaala, hindu_temple,,Missing description
3230,paaँchakhaala,"paaँchakhaala, naepaala",27.6564212,85.612648,,naepaala, historic_site,,Missing description
3231,Panchkhal Dream House Resort,"Pachkhal, paaँchakhaala 45212, naepaala",27.6591857,85.6252169,4.6,paaँchakhaala, historic_site,,Missing description
3232,50 kilo,"MM2C+RJW, aranaikao raajamaaraga, paaँchakhaala 45215, naepaala",27.652125,85.6715909,4.0,aranaikao raajamaaraga, historic_site,,Missing description
3233,Palanachowk Bhagwati Tower Picnic Spot,"JMGG+GW7 Bhagwati, paaँchakhaala 45200, naepaala",27.6262969,85.6772994,4.5,paaँchakhaala, picnic,,Missing description
3234,anaikot view ground,"MH22+QPC, rabai opaii 45200, naepaala",27.651932,85.5517625,4.8,rabai, hike,,Missing description
3235,pauraanaagaauँ dhaungagaedhaaraa,"HH4X+HFG, Namobuddha Rd, kaashaiikhanada 45200, naepaala",27.5564378,85.5993172,0.0,Namobuddha Rd, amusement_park,,Missing description
3236,namaobaudadha gaumabaa,"HHCM+F2R, Namobuddha Rd, saimalachaaura shayaamapaataii 45200, naepaala",27.5712337,85.5825272,4.6,Namobuddha Rd, church,,Missing description
3237,namaobaudadha bhayauu pawaainata,"HH9J+Q45, saimalachaaura shayaamapaataii 45200, naepaala",27.5693892,85.5803629,4.7,saimalachaaura, tourist_attraction,,Missing description
3238,namaobaudadha chaaitaya,"HHFM+63M, Namobuddha Rd, saimalachaaura shayaamapaataii 45200, naepaala",27.573089,85.5826733,4.6,Namobuddha Rd, mosque,,Missing description
3239,chill,"JCQ3+HH, ananatalaingagaeshawara, naepaala",27.6388961,85.4039577,0.0,ananatalaingagaeshawara, hike,,Missing description
3240,madakaila daaँdaa sarabhajhaanga jaerao paoinata,"PH4G+QFC, nayaaँgaauँ daeupaura 45200, naepaala",27.7069287,85.5761401,4.8,nayaaँgaauँ, park,,Missing description
3241,manadana daeupaura nagarapaalaikaa,"45200, mahaadaewasathaana manadana, naepaala",27.7108409,85.6151349,4.3,mahaadaewasathaana manadana, mosque,,Missing description
3242,"Ugreshwor Mahadev Temple, mandan Deupur 11","MJHG+QVC, maelamachaii haelamabau sadaka, jaaisaiithaoka, naepaala",27.6794434,85.6271259,5.0,maelamachaii haelamabau sadaka, hindu_temple,,Missing description
3243,Mandan Deupur Municipality Gate (Ward no.1),"Phulping, daaँdaagaauँ 45200, naepaala",27.7318743,85.5153093,5.0,daaँdaagaauँ, monument,,Missing description
3244,Roshi waterfall,"malapaii raoda, waterfall 45200, naepaala",27.5585032,85.4617929,4.4,waterfall, park,,Missing description
3245,Roshi jharana,"panaautaii 45200, naepaala",27.5585112,85.4617935,4.0,naepaala, tourist_attraction,,Missing description
3246,Kavre Roshi,"GMFQ+9J5 bridge, kataunajae baesaii 45200, naepaala",27.5233956,85.6891044,4.0,kataunajae, mosque,,Missing description
3247,dakashaina baaraahaii manadaira / kawaachhae dayao (𑐎𑑂𑐰𑐵𑐕𑐾 𑐡𑑂𑐫𑑅),"M99P+69W, ananatalaingagaeshawara, naepaala",27.6681071,85.3859148,4.4,ananatalaingagaeshawara, hindu_temple,,Missing description
3248,Raktakali Memorial Park,"45200, naepaala",27.5452561,85.7111074,4.5,naepaala, park,,Missing description
3249,Beth-Shalom Birtadeurali Church,"HP7X+PXF, bairataadaeuraalaii 45200, naepaala",27.5643218,85.7499298,0.0,bairataadaeuraalaii, church,,Missing description
3250,"Selfie Danda (saelaphaii ghaanga), Temal, Kavre","GQ8Q+2RJ, thaulao parasaela 45200, naepaala",27.5150896,85.7895223,4.2,thaulao, tourist_attraction,,Missing description
3251,"Yarinag Cave, Temal","GPGC+7R4, 45200, naepaala",27.5256309,85.7220644,4.1,45200, mosque,,Missing description
3252,Nepalthok Pati,"CRV6+C83, daumajaa, naepaala",27.4434712,85.8107946,4.3,daumajaa, museum,,Missing description
3253,naaraayanasathaana manadaira,"paokharaiinaaraayanasathaana 45200, naepaala",27.5163155,85.739435,4.4,naepaala, hindu_temple,,Missing description
3254,Yarinag,"GPHG+936, 45200, naepaala",27.528409,85.7251553,4.8,45200, historic_site,,Missing description
3255,Thapa Daiko Picnic Spot,"JMMC+GJ4 Pachkhal, palaanachaoka bhagawataii maaraga, paaँchakhaala 45212, naepaala",27.6337554,85.6715734,0.0,palaanachaoka bhagawataii maaraga, picnic,,Missing description
3256,gayaama taunapaalaa shailapaa kayauui,"FPV9+H3, mamgalataara 45200, naepaala",27.4938753,85.7177028,0.0,mamgalataara, hike,,Missing description
3257,Thumki Natural Park,"HG5M+R2Q, Khopashi to Balthali, panaautaii 45216, naepaala",27.5595857,85.5326226,4.9,Khopashi to Balthali, park,,Missing description
3258,baethaanachaoka naaraayanasathaana,"FFMM+GFQ, chayaamaraamga baesaii 45200, naepaala",27.4838311,85.4837261,4.6,chayaamaraamga, church,,Missing description
3259,Nange Chaur Picnic Sport,"JGFJ+3CG, baethaanachaoka_BETHANCHOOK 45200, naepaala",27.5048125,85.4649375,0.0,baethaanachaoka_BETHANCHOOK, picnic,,Missing description
3260,Khanikhola chitre,"9FVM+MWV, saaladhaaraa 45200, naepaala",27.3942433,85.4848056,0.0,saaladhaaraa, park,,Missing description
3261,Jorchhaga jharana,"CH5J+VC, gaokaulae 45200, naepaala",27.4096714,85.5811146,5.0,gaokaulae, amusement_park,,Missing description
3262,Khani Khola Bridge,"F7J7+G9, payautaara 44700, naepaala",27.4813373,85.2634207,2.5,payautaara, tourist_attraction,,Missing description
3263,"Khanikhola , kavre","9FVM+PX2, saaladhaaraa 45200, naepaala",27.3942685,85.4848732,5.0,saaladhaaraa, mosque,,Missing description
3264,BhimsenSthan Mandir Khanikhola GaunPalika,"CFFR+795, phalaamaetaara 45200, naepaala",27.4231377,85.4909914,5.0,phalaamaetaara, hindu_temple,,Missing description
3265,khaanaiikhaolaa,"khaanaiikhaolaa, naepaala",27.3942433,85.4848056,,naepaala, historic_site,,Missing description
3266,Kapersthan Mahankal Hike Point,"GG8H+2Q5, chayaasaingakharaka 45200, naepaala",27.515001,85.5294979,5.0,chayaasaingakharaka, hike,,Missing description
3267,"Bhanu Chok, Diktel bhaanauchaoka, daikataela","6Q6V+C7Q, khaanaidaaँdaa sadaka, daikataela 56200, naepaala",27.2110772,86.7932324,0.0,khaanaidaaँdaa sadaka, park,,Missing description
3268,Ratnapark shopping complex and Children Park,"6QCQ+QR8, daikataela 56200, naepaala",27.2218579,86.7900265,4.0,daikataela, amusement_park,,Missing description
3269,Aasha Church,"Majhuwa, Meghe Chautara, Diktel Sadak 56200, Lafyang 56200, naepaala",27.1981679,86.8071476,3.0,Meghe Chautara, church,,Missing description
3270,Diktel Jeevan Baptist Church,"6QFR+H7M, daikataela 56200, naepaala",27.2238689,86.7906008,0.0,daikataela, church,,Missing description
3271,daikataela raupaakaota majhauwaagadhaii,"daikataela raupaakaota majhauwaagadhaii, 56200, naepaala",27.2232013,86.7886391,,56200, mosque,,Missing description
3272,Khotang simpani gairee,"5QMJ+GPH, daikataela 56200, naepaala",27.1838128,86.7818523,5.0,daikataela, hindu_temple,,Missing description
3273,Holesung Park,"5JM2+XWG, daurachhaima 56200, naepaala",27.1849255,86.6023312,4.1,daurachhaima, park,,Missing description
3274,aisaelaukharaka manadalaii,"5JXP+3H, mahaadaewasathaana 56200, naepaala",27.1976748,86.636406,5.0,mahaadaewasathaana, church,,Missing description
3275,halaesaii tauwaachaunga,"halaesaii tauwaachaunga, naepaala",27.1845797,86.5938176,,naepaala, tourist_attraction,,Missing description
3276,tauwaachaunga padamaaraga Tuwachung Hiking Trail,"5JXQ+4H, mahaadaewasathaana 56200, naepaala",27.1978505,86.6387355,2.0,mahaadaewasathaana, trek,,Missing description
3277,Libju Picnic Place,"6GP2+2R, maolaii 56100, naepaala",27.2351155,86.5020625,0.0,maolaii, picnic,,Missing description
3278,Sumnima Paruhang Park ( saumanaimaa paarauhaanga paaraka ),"4R6Q+86R, 56200, naepaala",27.1108682,86.8380251,5.0,56200, park,,Missing description
3279,jaora dharaa,"2RVG+8F, Indranipokhari 56200, naepaala",27.0437869,86.8253957,0.0,Indranipokhari, church,,Missing description
3280,khaotaehaanga,"khaotaehaanga, naepaala",27.0403397,86.8504639,,naepaala, tourist_attraction,,Missing description
3281,"Chhongten Village ""chhaongataena"" gaauँ","5WMX+7M, khaawaa 57000, naepaala",27.183009,86.9489631,5.0,khaawaa, museum,,Missing description
3282,khautataeshawaora mahaadaewa manadaira,"2V78+R7, khaotaamga bajaara 56200, naepaala",27.0145954,86.865706,4.0,khaotaamga, hindu_temple,,Missing description
3283,"Waplukha, khotang","4V7P+RQ, okharae 56200, naepaala",27.1145657,86.8868914,0.0,okharae, hike,,Missing description
3284,Khotang nepal,"4Q5P+64, daaँdaagaauँ 56200, naepaala",27.1080367,86.7852797,3.0,daaँdaagaauँ, church,,Missing description
3285,daiparaunga chauichaumamaa,"daiparaunga chauichaumamaa, 56200, naepaala",27.1037479,86.7488193,,56200, tourist_attraction,,Missing description
3286,Hurlung,"5QMJ+GPH, daikataela 56200, naepaala",27.1838128,86.7818523,5.0,daikataela, tourist_attraction,,Missing description
3287,Dhiraj Art Gallery,"M6G2+482, raamadhaunaii bhaasaii 56709, naepaala",26.6753021,87.2007881,0.0,raamadhaunaii, art_gallery,,Missing description
3288,Biralechour,"3R26+7G2, Indranipokhari 56200, naepaala",27.0506319,86.8112612,5.0,Indranipokhari, trek,,Missing description
3289,Manekharka church,"WMM2+C9H, Dhakharka-Manekharka Way, thaangapaaladhaapa, naepaala",27.9335644,85.6509966,5.0,Dhakharka-Manekharka Way, church,,Missing description
3290,Khotang aiselukharka nepal,"9QG4+RM5, aisaelaukharaka 56200, naepaala",27.3770024,86.7567219,4.4,aisaelaukharaka, tourist_attraction,,Missing description
3291,"Masjid, Laukaha","municipality 4, laokaahaa 44500, naepaala",26.8539214,85.2415401,5.0,laokaahaa, mosque,,Missing description
3292,Karshik Budhathoki House,"J9XP+C9J, ananatalaingagaeshawara, naepaala",27.6487156,85.3862572,1.0,ananatalaingagaeshawara, historic_site,,Missing description
3293,esaelaukharaka,"esaelaukharaka, baadae gaauँ, naepaala",27.7925396,85.6139333,,baadae gaauँ, trek,,Missing description
3294,Sagar Home,"PJC4+48G, mahaadaewasathaana manadana 45200, naepaala",27.7203061,85.6058221,0.0,mahaadaewasathaana, hike,,Missing description
3295,sahaida paaraka,"XXHJ+F3M, 57000, naepaala",26.9787227,86.9801662,4.0,57000, park,,Missing description
3296,Pabitra Church,"XXM6+VCV, 4, naepaala",26.9847454,86.9610481,5.0,4, church,,Missing description
3297,janataedhaumgaa,"janataedhaumgaa, naepaala",26.9826779,86.8865224,,naepaala, tourist_attraction,,Missing description
3298,Jantedhunga Khotang,"2V2G+7G, 56200, naepaala",27.0007166,86.8762872,0.0,56200, mosque,,Missing description
3299,taonatauolaunga bhara,"WXP5+9CR, 56200, naepaala",26.9359826,86.9585007,3.0,56200, hike,,Missing description
3300,Papechung Dada,"8V4V+8F4, phaedaii 56200, naepaala",27.3057641,86.8937049,5.0,phaedaii, park,,Missing description
3301,Balabesi Church,"Kepilasgadhi-2, naepaala",27.3057324,86.8709352,5.0,naepaala, church,,Missing description
3302,kaepailaasagadhaii,"kaepailaasagadhaii, naepaala",27.3240653,86.819283,,naepaala, tourist_attraction,,Missing description
3303,Jalapa Cultural Museum,"8Q5F+FPQ, jaalapaa 56200, naepaala",27.3095079,86.7745672,4.0,jaalapaa, museum,,Missing description
3304,Mani Stone Statue,"CWM7+8P, daobhaanae, naepaala",27.4333569,86.9143526,0.0,daobhaanae, monument,,Missing description
3305,Ghorlpi (gharaolapaii /saisaa khaanaii),"JM7X+8P, taakasainadau 56000, naepaala",27.6133196,86.6992843,5.0,taakasainadau, historic_site,,Missing description
3306,Salpa Silichung Hiking Trail,"CWF5+F3, saungadaela 57000, naepaala",27.4237427,86.9076702,0.0,saungadaela, trek,,Missing description
3307,Bojhe Ghari baojhae ghaaraii,"9P4W+952, maagapaa 56200, naepaala",27.3579686,86.7428192,0.0,maagapaa, picnic,,Missing description
3308,Koyee House,"9VM6+GV, saungadaela 56200, naepaala",27.3837611,86.8621967,5.0,saungadaela, hike,,Missing description
3309,Kanepokhari Park,"PCH3+39H, kaagaeshawaraii manaoharaa 44600, naepaala",27.7276863,85.4034816,3.7,kaagaeshawaraii, park,,Missing description
3310,Bhorleni-Church Kathmandu,"Bagdol Rd, lalaitapaura 44600, naepaala",27.6687277,85.3059765,5.0,lalaitapaura, church,,Missing description
3311,Kamal Pokhari BODE,"M9RP+GF9, madhayapaura thaimai 44600, naepaala",27.6912943,85.3862226,4.5,madhayapaura, tourist_attraction,,Missing description
3312,waraahapaokharaii,"waraahapaokharaii, naepaala",26.9864543,86.8147797,,naepaala, mosque,,Missing description
3313,Pokhariya Tola Mosque,"Q77C+3P4, gaaura 44500, naepaala",26.7626369,85.2718217,3.9,gaaura, mosque,,Missing description
3314,Pokhariya Jama Masjid,"R6RX+JCH, laokaahaa 44500, naepaala",26.8415704,85.2485603,4.7,laokaahaa, mosque,,Missing description
3315,baraaha paokharaii,"baraaha paokharaii, baraahapaokharaii 56200, naepaala",26.9823782,86.8248581,4.3,baraahapaokharaii, mosque,,Missing description
3316,Jama Masjid Pokhar Bhitwa,"F2WQ+3XJ, 32800, naepaala",27.4952182,83.0398762,4.8,32800, mosque,,Missing description
3317,sharaii baraaha bhagawaana manadaira,"MC9J+CF4, bhakatapaura 44800, naepaala",27.6685253,85.4311917,4.0,bhakatapaura, hindu_temple,,Missing description
3318,Barahapokhari Taal,"XRJF+VPF, baraahapaokharaii 56200, naepaala",26.9821958,86.8242944,5.0,baraahapaokharaii, monument,,Missing description
3319,haitaii paokharaii,"P879+CQ5, kaathamaadaauँ 44600, naepaala",27.7135045,85.3194849,4.4,kaathamaadaauँ, historic_site,,Missing description
3320,Bhandarkhal pokhari,"M8FG+35P, lalaitapaura 44600, naepaala",27.6725831,85.3253908,4.8,lalaitapaura, historic_site,,Missing description
3321,naugah lauँhaitaii saunadhaaraa,"M89H+V64, lalaitapaura 44600, naepaala",27.6696429,85.3280908,4.3,lalaitapaura, historic_site,,Missing description
3322,kaala bhaairaba paikanaika sapata,"J982+P82, gaodaawaraii 44700, naepaala",27.616768,85.3507779,4.0,gaodaawaraii, tourist_attraction,,Missing description
3323,PraGya Art,"Ward 1, Satdobato-Godavari Rd, gaodaawaraii 44709, naepaala",27.6101196,85.3562097,0.0,Satdobato-Godavari Rd, art_gallery,,Missing description
3324,Shanti Ban,"H9X7+3W7, gaodaawaraii 44709, naepaala",27.5976517,85.3648328,3.8,gaodaawaraii, monument,,Missing description
3325,Mahalaxmi,"M84R+HR3, mahaalakashamaii 44700, naepaala",27.6563979,85.3420483,4.7,mahaalakashamaii, park,,Missing description
3326,"New Illaya Imadol Church, Bhojepokhari","M88V+5W2, mahaalakashamaii 44600, naepaala",27.6652983,85.3448117,5.0,mahaalakashamaii, church,,Missing description
3327,Imadol Masjid,"M85W+4VR, Lalitpur, Imadol Opposite to New Bhadrakali Oil Store Kharibot, 0444705, naepaala",27.6578611,85.3471321,4.8,Lalitpur, mosque,,Missing description
3328,"mahaalakashamaii manadaira , laubhauu , lalaitapaura।","mahaalakashamaii, naepaala",27.6436635,85.3721943,4.6,naepaala, hindu_temple,,Missing description
3329,"phaongagaa paukhauu shaanatai paukhauu, saidadhaipaura","phaongagaasaii (shaanatai paukhauu), saidadhaipaura, mahaalakashamaii 44700, naepaala",27.6478588,85.3551184,4.4,saidadhaipaura, monument,,Missing description
3330,"Ganesh Tole,103 Rajkulo Marg Imadol Lalitpur","M83W+QGV, mahaalakashamaii 44700, naepaala",27.6544985,85.3463013,4.6,mahaalakashamaii, historic_site,,Missing description
3331,Lankuri Bhanjyang,"JC85+FQV, Lamatar-LankuriBhanjyang Rd, mahaalakashamaii 44709, naepaala",27.6162325,85.4094274,4.3,Lamatar-LankuriBhanjyang Rd, hike,,Missing description
3332,PIA park Lele,"H8G9+QQJ, laelae 44700, naepaala",27.5769552,85.3193753,4.2,laelae, park,,Missing description
3333,kaonajayaosaoma jharanaa,"HC4F+XH, lalaitapaura 45200, naepaala",27.5574375,85.4239375,4.2,lalaitapaura, tourist_attraction,,Missing description
3334,Konjyosom Pratima,"GCX2+67, bharadaewa 45200, naepaala",27.5482222,85.40117,4.4,bharadaewa, tourist_attraction,konjyosom pratima,Description too short (< 10 words)
3335,Windhorse Gallery,"M8G6+WGH, lalaitapaura 44600, naepaala",27.6772135,85.3113303,4.5,lalaitapaura, art_gallery,,Missing description
3336,sharaii pauuranachanadaii manadaira,"lalaitapaura 44700, naepaala",27.6735719,85.3202599,4.3,naepaala, hindu_temple,,Missing description
3337,Karpureshwar Park,"Unnamed Road, waesaiishahara 33600, naepaala",28.2271216,84.3852283,4.6,waesaiishahara, park,,Missing description
3338,Gatti kulo,"693G+94V, waesaiishahara 33600, naepaala",28.203494,84.3752964,5.0,waesaiishahara, amusement_park,,Missing description
3339,Besishahar Community Church,"69GF+39R, waesaiishahara 33600, naepaala",28.2252442,84.3733854,5.0,waesaiishahara, church,,Missing description
3340,"baeshaiisahara, lamajaunga","69PC+PPV, waesaiishahara 33600, naepaala",28.2368755,84.3717821,4.5,waesaiishahara, tourist_attraction,,Missing description
3341,bhaimasaenasathaana manadaira,"daumarae-baesaishahara-chaamae raajamaaraga 08, waesaiishahara 33600, naepaala",28.230466,84.3773659,4.4,waesaiishahara, hindu_temple,,Missing description
3342,Peace Hill Resort Lamjung,"Peace Hill Resort, waesaiishahara 33600, naepaala",28.2759906,84.3815622,4.6,waesaiishahara, picnic,,Missing description
3343,madhayanaepaala nagarapaalaikaa,"madhayanaepaala nagarapaalaikaa 33600, naepaala",28.0888164,84.2378447,,naepaala, tourist_attraction,,Missing description
3344,saekhataara masajaida,"shayaamaghaa, naepaala",28.0707218,84.2344794,0.0,naepaala, mosque,,Missing description
3345,paaekharaa jaulaaejaikala paaraka,"5434+J8M, laekhanaatha 33700, naepaala",28.1540911,84.1057894,4.2,laekhanaatha, zoo,,Missing description
3346,MadhyaNepal-4 Lamjung Shisaghat,"36WH+5HQ, Krishi margha, Shisaghat 33600, naepaala",28.0960087,84.2290315,4.5,Krishi margha, hindu_temple,,Missing description
3347,BP Koirala statue wai pai kaoiraalaa kao shaalaika,"36PQ+QJV, Vyas Sadak, kayaamaina 33600, naepaala",28.0869798,84.2390137,0.0,Vyas Sadak, monument,,Missing description
3348,Sishaghat picnic spot,"36VH+C6C, shayaamaghaa, naepaala",28.0939762,84.2277226,5.0,shayaamaghaa, picnic,,Missing description
