id,name,address,latitude,longitude,rating,second_word,types,description,removal_reason
3050,Picnic SporT Dodhara Chandani 5,"V3RX+R78, daodhaaraa chaaँdanaii 10400, naepaala",28.892033,80.0981993,5.0,daodhaaraa, picnic,,Missing description
3051,Mahakali Suspension Bridge,"W4F8+G2G, Mahakali Jholunga Bridge, bhaiimadatata 10400, naepaala",28.9238146,80.1150818,4.2,Mahakali Jholunga Bridge, hike,,Missing description
3052,Anugraha Church ️ ️,"daekhatabhaulaii 10400, naepaala",28.8481822,80.4061098,2.0,saurayawainaayaka, church,,Missing description
3053,Shuklaphanta Wildlife Reserve Museum,"X42X+455, bhaiimadatata 10400, naepaala",28.9502602,80.1479252,4.9,bhaiimadatata, museum,,Missing description
3054,sharaii baaijanaatha manadaira shaukalaaphaamtaa nagarapaalaikaa ०७ saimalaphaamtaa,"Shuklaphanta Municiapality Ward No. 7, Shimaphanta 10400, naepaala",28.9451469,80.3439024,5.0,Shimaphanta, hindu_temple,,Missing description
3055,Prakash church,"R9GW+HW9, 05, naepaala",28.8264008,80.3973622,0.0,5, church,,Missing description
3056,Jame Masjid Jamiatul Islah Alislamia,"Jalpapur Rd 2, raamanagara bhautaahaa 56715, naepaala",26.5346187,87.1185355,4.7,raamanagara, mosque,,Missing description
3057,Durga mandir bichpatti,"R94C+W9R, daekhatabhaulaii 10400, naepaala",28.8073666,80.3708767,4.0,daekhatabhaulaii, museum,,Missing description
3058,Siv Mandir Chandev khairgadaiya,"Laljhadi 6 Chandev Kanchpur, 10400, naepaala",28.7681969,80.3404899,5.0,10400, hindu_temple,,Missing description
3059,laalajhaadaii,"laalajhaadaii, 10400, naepaala",28.7606805,80.3855818,,10400, historic_site,,Missing description
3060,Simal Tree Border Picnic ground,"MG83+7FF, baaisai baichawaa 10400, naepaala",28.6656892,80.5036568,5.0,baaisai, picnic,,Missing description
3061,Little green park,"Q7JG+C3, baeladanadaii 10400, naepaala",28.7811166,80.2751423,4.0,baeladanadaii, park,,Missing description
3062,"Balidan A.G. Church, Simaldandi","Q747+VW, baeladanadaii 10400, naepaala",28.7571644,80.2648533,4.0,baeladanadaii, church,,Missing description
3063,Beldandi,"Q7H9+P3R, baeladanadaii 10400, naepaala",28.7793561,80.2676442,5.0,baeladanadaii, tourist_attraction,,Missing description
3064,baeladanadaii,"baeladanadaii 10400, naepaala",28.7754741,80.2655846,,naepaala, mosque,,Missing description
3065,baihaanaii aarata gayaalaraii,"6GRC+87Q, baaँsagadhaii 21800, naepaala",28.2408465,81.5207365,0.0,baaँsagadhaii, art_gallery,,Missing description
3066,Baijanath Temple,"Q6JQ+985, baeladanadaii 10400, naepaala",28.7808756,80.2383725,5.0,baeladanadaii, monument,,Missing description
3067,The Trek Nepal,"Tarkeshwor - 5, kaathamaadaauँ 44600, naepaala",27.7436247,85.2908403,5.0,kaathamaadaauँ, trek,,Missing description
3068,Kapilvastu Park - Ancient Buddhist Site,"C4XH+63W, National Highway 233, Birdpur No.1, Uttar Pradesh 272202, bhaarata",27.4481002,83.1277057,4.2,National, park,,Missing description
3069,Punaruthan Church Sagarahawa,"J33H+6H, kapailawasatau 32800, naepaala",27.6030616,83.0789173,4.0,kapailawasatau, church,,Missing description
3070,kapailawasatau samgarahaalaya,"H2FX+J7H, kapailawasatau 32800, naepaala",27.5740659,83.0482232,4.2,kapailawasatau, museum,,Missing description
3071,Kapilvastu Museum,"C4QH+MGJ, Piprahawa - Bankatwa Rd, Pachangawa, Uttar Pradesh 272202, bhaarata",27.4391333,83.1287385,4.6,Piprahawa - Bankatwa Rd, museum,,Missing description
3072,Jagdishpur Bird Sanctuary,"J39W+92, waanagamgaa 32800, naepaala",27.6184843,83.0950646,4.2,waanagamgaa, zoo,,Missing description
3073,sharaii taaulaeshawaranaatha manadaira,"G3V3+W83, kapailawasatau 32800, naepaala",27.5447588,83.0532825,4.5,kapailawasatau, hindu_temple,,Missing description
3074,Rajapani Picnic Spot,"J5XM+GWW, waanagamgaa 32800, naepaala",27.6488505,83.1848385,3.8,waanagamgaa, picnic,,Missing description
3075,Basantchok,"F2H6+C2W, 32800, naepaala",27.4786003,83.0100853,0.0,32800, hike,,Missing description
3076,Love Park(madhaaailaiyaa wana udayaana),"Banganga no. 05 madhauli, naepaala",27.6764326,83.1535126,3.8,naepaala, park,,Missing description
3077,Kapilvastu Avinash Church,"Banaganga-5, Kopawa, naepaala",27.6456584,83.1231563,4.8,Kopawa, church,,Missing description
3078,Jama Masjid Abu Bakr Siddique,"H4MC+RV9, kapailawasatau 32800, naepaala",27.5845806,83.1222327,4.3,kapailawasatau, mosque,,Missing description
3079,BIHANI GIFT & ARTS,"Horizon Chowk 4 No, Kapilvastu, naepaala",27.6830627,83.1774288,0.0,Kapilvastu, art_gallery,,Missing description
3080,banagaaii shaiwa manadaira,"J43P+78X, Bangai, kapailawasatau 11, naepaala",27.6032372,83.1358916,5.0,Bangai, hindu_temple,,Missing description
3081,lakashamanaghaata baaँdha,"Laxmanghat 6, waanagamgaa 32800, naepaala",27.666407,83.114623,4.3,waanagamgaa, monument,,Missing description
3082,Niglihawa Ashoka Pillar,"H3WW+279, kapailawasatau 32800, naepaala",27.5950362,83.0957311,4.6,kapailawasatau, historic_site,,Missing description
3083,Nagawa forest,"J4MQ+XF9, waanagamgaa 32800, naepaala",27.635336,83.1377443,5.0,waanagamgaa, trek,,Missing description
3084,"Banganga sub division Forest Office, Dohte","Q3CF+V72, thaadaa 32800, naepaala",27.77215,83.0731251,3.6,thaadaa, hike,,Missing description
3085,chanadaraautaa chaaeka,"JVX7+JQ5 E W, mahaenadara raajamaaraga, shaiwaraaja 32800, naepaala",27.6490227,82.8644788,4.0,mahaenadara raajamaaraga, park,,Missing description
3086,Calvary church,"MRHV+6H3, shaiwaraaja 32800, naepaala",27.6780153,82.8439138,5.0,shaiwaraaja, church,,Missing description
3087,Masjid katuwa,"JVMV+69X, shaiwaraaja 32800, naepaala",27.6331122,82.8934735,5.0,shaiwaraaja, mosque,,Missing description
3088,Shivraj 6 Birpur kapilvastu,"shaiwaraaja 32800, naepaala",27.60992,82.8531783,3.5,naepaala, hindu_temple,,Missing description
3089,anatararaashataraiya kaृshana bhaawanaamaृta samgha naepaala,"Q9M4+GF4, Budhanilkantha School Main Rd, baudhaanaiilakanatha 44600, naepaala",27.7836549,85.3569996,4.6,Budhanilkantha School Main Rd, church,,Missing description
3090,kaृshananagara,"kaृshananagara, naepaala",27.5097292,82.7940297,,naepaala, tourist_attraction,,Missing description
3091,sharaii lakashamaii naaraayana manadaira,"GQ2R+2C8, kaृshananagara, naepaala",27.5000206,82.7910822,4.6,kaृshananagara, hindu_temple,,Missing description
3092,Gotihawa Stupa & Pillar Site,"G2C9+V69, kapailawasatau 32800, naepaala",27.5221583,83.0180941,4.7,kapailawasatau, historic_site,,Missing description
3093,Barkati Masjid Bargada,"GXXJ+45M, mahaaraajagamja 32800, naepaala",27.5485526,82.9802686,4.4,mahaaraajagamja, mosque,,Missing description
3094,Happy Fins,"saidadhaarathanagara 32900, naepaala",27.5083731,83.4546339,4.3,naepaala, aquarium,,Missing description
3095,mahaaraajagamja,"mahaaraajagamja 32800, naepaala",27.56,82.97,,naepaala, trek,,Missing description
3096,Twin Stupa,"H3J4+PPC, Tilaurakot, kapailawasatau 32800, naepaala",27.581806,83.0567643,4.7,Tilaurakot, tourist_attraction,,Missing description
3097,baudadha naepaala kalaa gayaalaraii,"Infront Of Global IME Bank, chaakasaiiwaaraii maaraga, kaathamaadaauँ 44600, naepaala",27.7164864,85.3101423,4.8,chaakasaiiwaaraii maaraga, art_gallery,,Missing description
3098,Buddha Lumbini Treks,"J8G9+6JP, saatadaobaatao taikaabhaairaba maaraga, thaechao 44600, naepaala",27.6253117,85.3202051,5.0,saatadaobaatao taikaabhaairaba maaraga, trek,,Missing description
3099,"Dhap Dam , Shivapuri National Park","Sundarijal-Chisapani Trek, gaokaranaeshawara, naepaala",27.8059842,85.4555618,4.4,gaokaranaeshawara, hike,,Missing description
3100,Nandnagar,"Mayadevi 8, nandnagar, naepaala",27.4679893,83.1632916,5.0,nandnagar, park,,Missing description
3101,Jama masgid,"G472+F4V, kapailawasatau 32800, naepaala",27.5137286,83.1002902,4.0,kapailawasatau, mosque,,Missing description
3102,maayaadaewaii,"maayaadaewaii, 32800, naepaala",27.5255751,83.1432626,,32800, historic_site,,Missing description
3103,Red Sun Fun Park,"GF4F+QMJ, saidadhaarathanagara 32900, naepaala",27.5069722,83.4741462,4.1,saidadhaarathanagara, amusement_park,,Missing description
3104,saudadhaodhana,"saudadhaodhana, naepaala",27.5086049,83.2034382,,naepaala, tourist_attraction,,Missing description
3105,Fulwapur Abdul house,"C6V6+CJ, laumabainaii saaँsakaृtaika 32800, naepaala",27.4435486,83.2115452,4.9,laumabainaii, mosque,,Missing description
3106,Jaynagra Nepal,"F679+3PQ, haulaakaii raajamaaraga, laumabainaii saaँsakaृtaika 32900, naepaala",27.4627129,83.2193556,5.0,haulaakaii raajamaaraga, trek,,Missing description
3107,Senior Citizen Park jaeshatha naagaraika udayaana,"kapailawasatau 32800, naepaala",27.540141,83.0539316,3.0,naepaala, park,,Missing description
3108,ekawaa waatara paaraka laumabainaii,"Lumbini Aqwa Park and Resort, saidadhaarathanagara 32900, naepaala",27.4861831,83.4628829,3.8,saidadhaarathanagara, amusement_park,,Missing description
3109,Noori masjid,"HRJ5+M4P, Vijaynagar Patradaya, Patthardaihiya 32800, naepaala",27.5798723,82.8109239,4.1,Vijaynagar Patradaya, mosque,,Missing description
3110,Gugauli,"H22W+PQ6 Bijaynagar Rural Municipality 1, kapailawasatau 32800, naepaala",27.5517986,83.0468775,0.0,kapailawasatau, hindu_temple,,Missing description
3111,basaunadhaaraa paaraka,"6X37+4W4, paaraka sadaka, paokharaa 33700, naepaala",28.2027712,83.9648348,4.3,paaraka sadaka, park,,Missing description
3112,baataulaechaaura characha,"7X7J+PCQ, paokharaa 33700, naepaala",28.2643286,83.9811204,3.6,paokharaa, church,,Missing description
3113,paokharaa laekasaaida,"6X84+3JQ, Lakeside Rd, paokharaa 33700, naepaala",28.215209,83.9566153,4.6,Lakeside Rd, tourist_attraction,,Missing description
3114,Pumdikot Shiva Statue,"paokharaa 33700, naepaala",28.1993758,83.9293815,4.6,naepaala, monument,,Missing description
3115,sahaida chaoka,"paokharaa 33700, naepaala",28.2015769,83.969797,4.1,naepaala, historic_site,,Missing description
3116,Gaurighat Park Lakeside,"Gaurighat Park Lakeside, naepaala",28.2058335,83.9606631,4.4,naepaala, picnic,,Missing description
3117,Sarangkot View Point,"6WRX+P5P, Thapa Street, paokharaa 33700, naepaala",28.2418404,83.9479378,4.6,Thapa Street, hike,,Missing description
3118,Annapurna Skate Park,"paokharaa 33700, naepaala",28.2026368,83.9877514,4.2,naepaala, park,,Missing description
3119,Annapurna Mata Mandir,"Annapurna municipality-6, laumalae 33400, naepaala",28.3031378,83.7686724,4.7,laumalae, hindu_temple,,Missing description
3120,ananapauurana aadhaara shaiwaira,"ghaanadarauka 33700, naepaala",28.5304141,83.8780691,4.8,naepaala, trek,,Missing description
3121,Annapurna Range view point Lama Gaun,"6XVJ+595, saaraangakaota raoda, paokharaa 33700, naepaala",28.2428761,83.9809832,4.5,saaraangakaota raoda, picnic,,Missing description
3122,wara chaautaaraii,"8W6W+Q6, ghaachaoka 33700, naepaala",28.3119184,83.9455331,0.0,ghaachaoka, park,,Missing description
3123,Machhapuchre Baptist Church,"9XHC+G3W, maachhaapauchachharae 33700, naepaala",28.378876,83.970199,4.5,maachhaapauchachharae, church,,Missing description
3124,Masjid Bilal Ra.,"Firke Marga 8, paokharaa 33700, naepaala",28.2234678,83.9861303,4.3,paokharaa, mosque,,Missing description
3125,Guranse Bhume Aama Samuha Museum gauraaँsae bhaumae aamaa samauuha samgarahaalaya,"8XP4+85Q, ghaachaoka 33700, naepaala",28.3358292,83.9554796,5.0,ghaachaoka, museum,,Missing description
3126,Martha's Macrame,"Baidam Rd, paokharaa 33700, naepaala",28.2174986,83.9588549,5.0,paokharaa, art_gallery,,Missing description
3127,ashataraelaiyaalaii shaiwaira,"8R4H+267 Australian camp, Annapurna-6, dhamapausa 33700, naepaala",28.3044734,83.8280271,4.4,Annapurna-6, historic_site,,Missing description
3128,Machhapuchhre Village Inn,"Khahare-tol, Ghachok, paokharaa, naepaala",28.3337205,83.9534815,4.3,Ghachok, historic_site,,Missing description
3129,maachhaapauchachharae,"maachhaapauchachharae, naepaala",28.4708519,83.9956016,,naepaala, historic_site,,Missing description
3130,Sidhuwa Park Madi,"F833+F92, maadaii 44200, naepaala",27.4536414,84.3033844,4.5,maadaii, park,,Missing description
3131,Madhupuri Baptist Church,"naaraayanaii 44200, naepaala",27.5787197,84.3174507,4.4,naepaala, church,,Missing description
3132,paataalae chhaaँgao,"5XQ5+HP2, H10, paokharaa 33700, naepaala",28.1895642,83.9586637,4.1,H10, tourist_attraction,,Missing description
3133,Pachvaiya Zoo and Animal Conservation Area,"5454+2RV, laekhanaatha 33700, naepaala",28.1576117,84.107044,3.5,laekhanaatha, zoo,,Missing description
3134,"Bhagawati Mandir, Madi Gaupalika","6488+F89, Bhagwatitar, Madi Gaupalika, maajhathaanaa, naepaala",28.2161633,84.1158584,5.0,Bhagwatitar, hindu_temple,,Missing description
3135,Tree Monument Bench,"X798+P2X, bayaasa 33900, naepaala",27.969665,84.2653543,0.0,bayaasa, monument,,Missing description
3136,"khaudai, kaasakaii, ganadakaii, naepaala","43WQ+433, Shishuwa Rd, laekhanaatha 33700, naepaala",28.1452651,84.0876656,4.7,Shishuwa Rd, historic_site,,Missing description
3137,Mardi Himal Treks & Expedition Pvt.Ltd,"Street No. 13, paokharaa 33700, naepaala",28.2083609,83.9591799,5.0,paokharaa, trek,,Missing description
3138,Begnas Kotbari Restaurant and Picnic Spot,"54R7+V3V, laekhanaatha 33700, naepaala",28.1922457,84.1126652,4.9,laekhanaatha, picnic,,Missing description
3139,Rupaitha- Jamma Masjid,"MWMH+VJ5, Unnamed Road, janakapaura 45600, naepaala",26.6842327,85.9256033,4.7,Unnamed Road, mosque,,Missing description
3140,"Rause Odar, Giri gau, kaskikot","7W7F+64R, saaraangakaota raoda, kaasakaiikaota 33700, naepaala",28.2631156,83.9227775,4.9,saaraangakaota raoda, historic_site,,Missing description
3141,Short Hiking,"6X97+6P5, Unnamed Road, paokharaa 33700, naepaala",28.2180191,83.9643721,4.4,Unnamed Road, hike,,Missing description
3142,kaathamaadaaum anatararaashataraiya samgatai,"Agricultural Development Bank LTD, kaathamaadaauँ 44600, naepaala",27.7131972,85.3126076,4.7,kaathamaadaauँ, church,,Missing description
3143,shaanatai parataimauuratai,"P78Q+8QM, kaathamaadaauँ 44600, naepaala",27.7158348,85.2894271,4.6,kaathamaadaauँ, monument,,Missing description
3144,Jagadol Jhanda Park,"Unnamed Road 44600, baudhaanaiilakanatha 44600, naepaala",27.7430493,85.376456,4.3,baudhaanaiilakanatha, park,,Missing description
3145,Ekata Milap Church,"Q9J4+45R, Budhanilkantha School Main Rd, baudhaanaiilakanatha 44600, naepaala",27.780365,85.3554509,5.0,Budhanilkantha School Main Rd, church,,Missing description
3146,bauudhaanaiilakanatha manadaira,"Nepal Vipassana Meditation Center Rd 44600, baudhaanaiilakanatha 44600, naepaala",27.7780545,85.3623215,4.6,baudhaanaiilakanatha, tourist_attraction,,Missing description
3147,مصلى إلياس الكاندهلوي.,"P9H3+MPC Bus Stop, baudhaanaiilakanatha 44600, naepaala",27.7292211,85.3543551,0.0,baudhaanaiilakanatha, mosque,,Missing description
3148,Marine Aquatics Nepal,"kaathamaadaauँ 44600, naepaala",27.7272108,85.3488546,4.2,naepaala, aquarium,,Missing description
3149,sataraudaraeshawara mahaadaewa,"Q9R8+QRH Budhanilkantha Jungle, baudhaanaiilakanatha 44600, naepaala",27.7921089,85.3671662,5.0,baudhaanaiilakanatha, historic_site,,Missing description
3150,baudhaanailakanatha paaraka,"Q84Q+R24, Khatri Colony Rd, baudhaanaiilakanatha 44600, naepaala",27.7570146,85.3375932,4.2,Khatri Colony Rd, picnic,,Missing description
3151,"Shivapuri Nagarjun National Park,HQ","Q9RC+J8P Muhan Pokhari, baudhaanaiilakanatha 44600, naepaala",27.7915768,85.3708321,4.1,baudhaanaiilakanatha, hike,,Missing description
3152,Jalpa Park,"taokhaa 44600, naepaala",27.7492304,85.3191949,4.0,naepaala, park,,Missing description
3153,Navin Church,"P8XP+2G8, taokhaa 44600, naepaala",27.7475267,85.3363366,3.6,taokhaa, church,,Missing description
3154,jhaora jharanaa,"Q8XF+RM3, taokhaa 44600, naepaala",27.8011237,85.32186,4.2,taokhaa, tourist_attraction,,Missing description
3155,sharaii saidadhaibainaayaka sapanatairatha manadaira,"taokhaa sadaka 2, kaathamaadaauँ 44600, naepaala",27.7757525,85.3304096,4.3,kaathamaadaauँ, hindu_temple,,Missing description
3156,Tokha,"Q89J+G3H, Dhapasi Marg, kaathamaadaauँ 44600, naepaala",27.7688108,85.3302423,4.0,Dhapasi Marg, historic_site,,Missing description
3157,Church of Christ,"Q76H+6G4, taarakaeshawara 44600, naepaala",27.7605035,85.2788551,0.0,taarakaeshawara, church,,Missing description
3158,taarakaeshawara mahaadaewa manadaira,"P8Q5+CQW, taarakaeshawara 44600, naepaala",27.7386392,85.3094423,4.4,taarakaeshawara, tourist_attraction,,Missing description
3159,Thamel Masjid,"P887+X22, kaathamaadaauँ 44600, naepaala",27.7173962,85.3125047,4.5,kaathamaadaauँ, mosque,,Missing description
3160,Aquarium Planet,"taarakaeshawara 44600, naepaala",27.7489061,85.3017687,4.4,naepaala, aquarium,,Missing description
3161,sauraya darashana taola,"P8X4+2W4, taarakaeshawara 44600, naepaala",27.7472575,85.3075474,4.0,taarakaeshawara, historic_site,,Missing description
3162,Loktantrik Park laokataanataraika paaraka,"P8V6+C8F, taarakaeshawara 44600, naepaala",27.7435618,85.3108066,4.1,taarakaeshawara, picnic,,Missing description
3163,Tarakeshwor viewpoint,"Q7VP+GGQ, taarakaeshawara 44900, naepaala",27.7938443,85.286365,4.5,taarakaeshawara, hike,,Missing description
3164,Aradhana jyoti church,"J7GQ+9GR, dakashainakaalaii 44600, naepaala",27.6260369,85.2887612,5.0,dakashainakaalaii, church,,Missing description
3165,Khusibu Masjid Nayabazar,"P8C2+RXR, Khusibu Sadak, kaathamaadaauँ 44600, naepaala",27.7220566,85.3023238,4.8,Khusibu Sadak, mosque,,Missing description
3166,Blue Submarine Aquarium And Pet Shop,"Kulekhani - Phakhel - Pharping Rd, dakashainakaalaii 44600, naepaala",27.6126309,85.2631527,5.0,dakashainakaalaii, aquarium,,Missing description
3167,Siddhicharan Memorial Statue,"P825+RF6, kaathamaadaauँ 44600, naepaala",27.7020266,85.3086347,2.0,kaathamaadaauँ, monument,,Missing description
3168,Laudasur gufa,"J7CJ+XCX, dakashainakaalaii 44600, naepaala",27.6230354,85.2804095,4.1,dakashainakaalaii, historic_site,,Missing description
3169,Dakshinkali Park,"J747+63W, pharapainga-kaulaekhaanaii sadaka, dakashainakaalaii 44600, naepaala",27.606339,85.2621393,5.0,pharapainga-kaulaekhaanaii sadaka, picnic,,Missing description
3170,naagaarajauna jamgala,"P7W8+2PV, taraishaulaii raajamaaraga, naagaarajauna 44600, naepaala",27.7442178,85.2567237,4.4,taraishaulaii raajamaaraga, park,,Missing description
3171,parakaasha characha,"Dhunghedhara Yerahiti Nursery Chowk Prakash Church, naagaarajauna 44600, naepaala",27.7254091,85.2906996,4.5,naagaarajauna, church,,Missing description
3172,Sitapaila Jama Masjid Hamd Al Hussain,"P75F+8VJ, naagaarajauna 44600, naepaala",27.7082567,85.274285,4.1,naagaarajauna, mosque,,Missing description
3173,naagaarajauna raka gaaradaena,"P7G9+37W, naagaarajauna 44600, naepaala",27.7252447,85.2682095,4.0,naagaarajauna, picnic,,Missing description
3174,Gothatar Water Fun Park,"Unnamed Road, kaagaeshawaraii manaoharaa 44600, naepaala",27.712572,85.3748474,3.9,kaagaeshawaraii, amusement_park,,Missing description
3175,The Nature Fine Art Gallery And Training Center,"Kageswori Manohara Municipality Ward No 6 sarbeswor Marga house no 75, 00977, naepaala",27.7150436,85.3831765,5.0,977, art_gallery,,Missing description
3176,kaagaeshawaraii mahaadaewa manadaira,"QC7Q+8CG, kaagaeshawaraii manaoharaa 44600, naepaala",27.763307,85.4385629,4.5,kaagaeshawaraii, hindu_temple,,Missing description
3177,baalauwaa khaanaii (pashaupatai kashaetara waikaasa kaosha),"P96H+FX5, kaagaeshawaraii manaoharaa 44600, naepaala",27.7121828,85.3789592,4.0,kaagaeshawaraii, historic_site,,Missing description
3178,jaorapaataii chaoka sahaida paaraka,"P9CF+M2P, gaokaranaeshawara 44600, naepaala",27.7217949,85.3726976,3.7,gaokaranaeshawara, park,,Missing description
3179,gaokaranaeshawara mahaadaewa manadaira,"P9QQ+P38, jaorapaataii saunadaraiijala sadaka, gaokaranaeshawara 44600, naepaala",27.7392795,85.3876969,4.5,jaorapaataii saunadaraiijala sadaka, tourist_attraction,,Missing description
3180,A.S. Aquarium Fish & Pet Shop,"jaorapaataii saunadaraiijala sadaka, gaokaranaeshawara 44602, naepaala",27.728409,85.37833,3.9,gaokaranaeshawara, aquarium,,Missing description
3181,Statue of Ghattaraj Bhattarai,"P9J5+VQV, Unnamed Road, baudhaanaiilakanatha 44600, naepaala",27.732245,85.3594119,4.1,Unnamed Road, monument,,Missing description
3182,Iceland Trekking & Expedition Pvt. Ltd.,"Aarubari Sadak, gaokaranaeshawara 44602, naepaala",27.7282319,85.3740182,4.7,gaokaranaeshawara, trek,,Missing description
3183,Gokarna Hills,"P9MG+5X9, Sahid Park Rd, gaokaranaeshawara 44600, naepaala",27.7329247,85.3774945,4.4,Sahid Park Rd, picnic,,Missing description
3184,Tarebhir view point,"Q9JQ+8H, gaokaranaeshawara 44600, naepaala",27.7807969,85.3889726,4.4,gaokaranaeshawara, hike,,Missing description
3185,chanadaraagairai kaebala kaara maathailalao sataesana,"M683+6V9, Kulekhani-Phakhel-Matatirtha Rd, chanadaraagairaii 44600, naepaala",27.6672261,85.2058437,4.5,Kulekhani-Phakhel-Matatirtha Rd, tourist_attraction,,Missing description
3186,Hamza Masjid,"M7V8+VXW, chanadaraagairaii 44600, naepaala",27.6946947,85.2674718,5.0,chanadaraagairaii, mosque,,Missing description
3187,waishanau daewaii manadaira,"M7M6+288, chanadaraagairaii 44600, naepaala",27.6825424,85.2608263,4.6,chanadaraagairaii, hindu_temple,,Missing description
3188,paushapalaala paaraka,"Champadevi, Kirtipur-4, kaiirataipaura 44618, naepaala",27.6584158,85.2514675,4.1,Kirtipur-4, park,,Missing description
3189,مصلى كلتي بور,"M7FJ+7P8, kaiirataipaura 44618, naepaala",27.6731628,85.2818152,5.0,kaiirataipaura, mosque,,Missing description
3190,Angel Aquarium,"Nagaun Rd., Kirtipur, Kathmandu 44618, naepaala",27.6731127,85.2746924,5.0,Kirtipur, aquarium,,Missing description
3191,dailoart,"kaiirataipaura 44600, naepaala",27.6684327,85.264268,5.0,naepaala, art_gallery,,Missing description
3192,umaa mahaeshawara manadaira,"M7JF+2RF, Kirtipur Ring Rd, kaathamaadaauँ 44618, naepaala",27.679881,85.2746562,4.6,Kirtipur Ring Rd, hindu_temple,,Missing description
3193,saima (Sim),"Kathmandu, Kirtipur ward. 4, Kirtipur Sim, kaiirataipaura 44600, naepaala",27.6585938,85.2929743,0.0,Kirtipur, monument,,Missing description
3194,chailamchawa,"M7GH+Q5F, kaiirataipaura 44618, naepaala",27.67693,85.2779224,4.6,kaiirataipaura, historic_site,,Missing description
3195,Chobar ground,"M77Q+4Q9, kaiirataipaura 44600, naepaala",27.6627832,85.2894958,4.1,kaiirataipaura, picnic,,Missing description
3196,"shankharapur-3, Dhoksan","PGP3+9G, shangakharaapaura 44812, naepaala",27.735968,85.503829,4.7,shangakharaapaura, tourist_attraction,,Missing description
3197,saalaiinadaii mandir,"PFH9+5MR, shangakharaapaura 44600, naepaala",27.7279979,85.4691294,4.5,shangakharaapaura, hindu_temple,,Missing description
3198,Dhulikhel Picnic Park,"Dhulikhel Picnic Park, dhaulaikhaela maaraga, dhaulaikhaela 45200, naepaala",27.6158506,85.5623357,,dhaulaikhaela maaraga, park,,Missing description
3199,"Evangelical Friends Church, Dhulikhel dhaulaikhaela maitara manadalaii","Dhulikhel Road 3, dhaulaikhaela 45200, naepaala",27.626937,85.5476667,5.0,dhaulaikhaela, church,,Missing description
3200,dhaulaikhaela paaraka,"JH86+8WW, dhaulaikhaela 45200, naepaala",27.615857,85.5623327,3.9,dhaulaikhaela, tourist_attraction,,Missing description
3201,Banepa Jame Masjid,"JGGF+GX2, banaepaa 45210, naepaala",27.62626,85.5248717,3.0,banaepaa, mosque,,Missing description
3202,KU Corner,"JG9Q+RC6, dhaulaikhaela 45200, naepaala",27.6195478,85.5384994,4.5,dhaulaikhaela, museum,,Missing description
3203,Ridam krishi pashu panchi fram,"Panauti Rd, panaautaii 45210, naepaala",27.6060689,85.5292944,0.0,panaautaii, zoo,,Missing description
3204,Aqua Hobbyist,"Kathmandu University Department of Computer Science and Engineering, dhaulaikhaela 45200, naepaala",27.6165735,85.5407772,0.0,dhaulaikhaela, aquarium,,Missing description
3205,Makaju Painting showroom,"JH93+694, dhaulaikhaela 45200, naepaala",27.618006,85.5534251,5.0,dhaulaikhaela, art_gallery,,Missing description
3206,kaalaii manadaira,"JH69+57V, Hajar Sidhi, dhaulaikhaela 45200, naepaala",27.610491,85.5681592,4.3,Hajar Sidhi, hindu_temple,,Missing description
3207,shaanatai wana,"JH68+WHH, Hajar Sidhi, dhaulaikhaela 45200, naepaala",27.6123232,85.5664978,4.4,Hajar Sidhi, monument,,Missing description
3208,lagana dabalaii,"JH92+8P6, dhaulaikhaela 45200, naepaala",27.6182889,85.5517646,4.1,dhaulaikhaela, historic_site,,Missing description
3209,saudauura maathaikao baadala (paii) laimaitaeda,"aranaikao raajamaaraga, dhaulaikhaela 45200, naepaala",27.6260709,85.5445469,4.0,dhaulaikhaela, trek,,Missing description
3210,sauchanaa parabaidhaii paaraka,"Panauti Rd Banepa, panaautaii 45210, naepaala",27.6174294,85.5268455,3.8,panaautaii, park,,Missing description
3211,Little Star Fun Park with Family Restro Banepa,"JGH9+433, banaepaa 45210, naepaala",27.6273879,85.5183478,4.1,banaepaa, amusement_park,,Missing description
3212,Rubin Bade's Art Gallery,"JGM9+GWM, banaepaa 45210, naepaala",27.6337844,85.5197828,4.9,banaepaa, art_gallery,,Missing description
3213,chaasah ajaimaa daegah (sharaii chanadaeshawaraii manadaira),"JGPJ+8V3, Banepa-RabiOP Rd, banaepaa 45210, naepaala",27.6357735,85.532171,4.6,Banepa-RabiOP Rd, hindu_temple,,Missing description
3214,dayah paukhauu । 𑐡𑑂𑐫𑑅 𑐥𑐸𑐏𑐹,"JGJF+PJJ, banaepaa 45210, naepaala",27.6318265,85.5240084,4.4,banaepaa, monument,,Missing description
3215,dhawaakhaa: paukhau 𑑋 𑐢𑑂𑐰𑐵𑐏𑐵𑑅 𑐥𑐸𑐏𑐹,"Kobaha Pukhu, 45210, banaepaa, naepaala",27.6313424,85.5220326,4.6,45210, historic_site,,Missing description
3216,Gosaithan picnic spot,"JGMR+FMG, banaepaa, naepaala",27.6336637,85.5417262,3.7,banaepaa, picnic,,Missing description
3217,"sahaida paaraka, panaautaii-8,malapai","HGM3+64H, panaautaii 45209, naepaala",27.5830545,85.5028605,4.3,panaautaii, park,,Missing description
3218,MR Aquatic World,"Panauti 4, panaautaii, naepaala",27.5891107,85.515326,5.0,panaautaii, aquarium,,Missing description
