,id,name,address,latitude,longitude,rating,second_word,types,Description
225,285,Gangapurna Lookout,"M259+MV8, Manang 33500, Nepal",28.65904,84.0199,0.0,Manang 33500,"park, point_of_interest, establishment","Poon Hill (पून हिल) original name Pun Hill is a hill station overlooking the Annapurna Massif range and Dhaulagiri mountain range, located on border of Myagdi District and Kaski District in Gandaki Province of Nepal. This lookout is the key viewpoint in the Ghorepani Poon Hill trek. Mountains such as an Annapurna 8,091m, Dhaulagiri 8,127, Annapurna South 7,219 Meter, Machapuchare 6,993 Meter, Hinchuli, Annapurna III, Dhampus peak, Dhulagiri II, and many other tall peaks can be seen from here."
226,286,Blue Lake,"J3R8+RCR, Upper Manang 33500, Nepal",28.6421108,84.0660141,5.0,Upper Manang 33500,"park, point_of_interest, establishment",
227,287,Dendi Sherpa Lookout Point,"M259+MV8, Manang 33500, Nepal",28.6591295,84.0197269,5.0,Manang 33500,"park, point_of_interest, establishment",
228,288,Balbahadur statue,"8G44+3QG, Harkapur-Okhaldhunga Road, Siddhicharan 56100, Nepal",27.3051782,86.5069525,4.3,Harkapur-Okhaldhunga Road,"park, point_of_interest, establishment",
229,289,BHUSUNE JUNGLE,"7FGR+85G, Harkapur-Okhaldhunga Road, Siddhicharan 56100, Nepal",27.2758147,86.4904445,5.0,Harkapur-Okhaldhunga Road,"park, point_of_interest, establishment",
230,290,HILEPANI हिलेपानी,"Harkapur-Okhaldhunga Road, 56100, Nepal",27.1696277,86.4303379,3.9,56100,"park, point_of_interest, establishment",
231,291,Palpa fun park,"RMC5+4X5 Palpa dawnpawa, Rahabas Jhadewa Sadak, Humin 32500, Nepal",27.820255,83.659997,0.0,Rahabas Jhadewa Sadak,"park, point_of_interest, establishment","Butwal (Nepali: बुटवल), officially Butwal Sub-Metropolitan City (Nepali: बुटवल उपमहानगरपालिका),previously known as Khasyauli (Nepali: खस्यौली), is a sub-metropolitan city and economic hub in Lumbini Province in West Nepal. Butwal has a city population of 195,054 as per the 2021 AD Nepal census.
The city is one of the tetra-cities of rapidly growing Butwal-Tilottama-Bhairahawa-Devdaha urban agglomeration primarily based on the Siddhartha Highway in West Nepal with a total urban agglomerated population of 4,74,541."
232,292,Parbat singh ka bera,"6MFX+VF3 Parbat singh ka bera, asana 33400, Nepal",28.2246464,83.6986568,0.0,asana 33400,"park, point_of_interest, establishment","Asha Bhosle is an Indian playback singer who has been cited by the Guinness Book of World Records as the most recorded singer in history.


== 1940s ==


=== 1948 ===


=== 1949 ===


== 1950s ==


=== 1950 ===


=== 1951 ===


=== 1952 ===


=== 1953 ===


=== 1954 ===


=== 1955 ===


=== 1956 ===


=== 1957 ===


=== 1958 ===


=== 1959 ===


== 1960s ==


=== 1960 ===


=== 1961 ===


=== 1962 ===


=== 1963 ===


=== 1964 ===


=== 1965 ===


=== 1966 ===


=== 1967 ===


=== 1968 ===


=== 1969 ===


== 1970s ==


=== 1970 ===


=== 1971 ===


=== 1972 ===


=== 1973 ===


=== 1974 ===


=== 1975 ===


=== 1976 ===


=== 1977 ===


=== 1978 ===


=== 1979 ===


== 1980s ==


=== 1980 ===


=== 1981 ===


=== 1982 ===


=== 1983 ===


=== 1984 ===


=== 1985 ===


=== 1986 ===


=== 1987 ===


=== 1988 ===


=== 1989 ===


== 1990s ==


=== 1990 ===


=== 1991 ===


=== 1992 ===


=== 1993 ===


=== 1994 ===


=== 1995 ===


=== 1996 ===


=== 1997 ===


=== 1998 ===


=== 1999 ===


== 2000s ==


=== 2000 ===


=== 2001 ===


=== 2002 ===


=== 2003 ===


=== 2004 ===


=== 2005 ===


=== 2006 ===


=== 2007 ===


=== 2008 ===


== 2010s ==


== Hindi non-film songs ==


=== Hindi TV serial songs ===


== Bibliography ==
Premchand, Manek (27 December 2018). Yesterday's Melodies Today's Memories."
233,294,Hariyali Park,"4WWP+42C, Belwa Parsauni 44400, Nepal",27.1454461,84.9350603,5.0,Belwa Parsauni 44400,"park, point_of_interest, establishment","Susheel Parashar is a veteran Indian actor, known for his work in the Hindi television industry and in Bollywood. His films include Jaal: The Trap; Dushmani; Neal N Nikki; and Hulla. He works mostly in mainstream television serials like Bani – Ishq Da Kalma and is appearing in Balaji Telefilms's supernatural horror fiction TV show Kavach..."
234,296,YB chok,"4RQM+3HM, Pyuthan 22300, Nepal",28.1377115,82.8339308,5.0,Pyuthan 22300,"park, point_of_interest, establishment",Tan Joon Long @ Tan Chow Kang or commonly known as Tan Chow Kang (Chinese: 陈楚江; born 17 November 1942) is a Malayisan politician. He has served as Member of the Kedah State Executive Council (EXCO) in Pakatan Rakyat (PR) administration under Menteri Besar Azizan Abdul Razak from March 2010 to 2013 as well as Member of the Kedah State Legislative Assembly (MLA) for Sidam from March 2008 to May 2013. He is a member of Parti Rakyat Malaysia (PRM) and was a People's Justice Party (PKR).
235,297,बाइसधारा मुल (Baaisdhara Mul),"4W69+5CJ, Pyuthan 22300, Nepal",28.1104517,82.9185066,4.6,Pyuthan 22300,"park, point_of_interest, establishment",
236,298,बजेनी,"4RHP+8GM, Pyuthan 22300, Nepal",28.1283469,82.8362814,5.0,Pyuthan 22300,"park, point_of_interest, establishment",
237,299,चर्के पिङ चौतारा,"4RMM+WQP, Pyuthan 22300, Nepal",28.134603,82.834922,5.0,Pyuthan 22300,"park, point_of_interest, establishment",
238,300,"Sahid Smirti Park, Gajuri","4V55+7R2, Pyuthan 22300, Nepal",28.1081469,82.8595214,2.0,Pyuthan 22300,"park, point_of_interest, establishment",
239,301,Ganesh Mandir Park,"3VPJ+63P, Pyuthan 22300, Nepal",28.085595,82.8802133,0.0,Pyuthan 22300,"park, point_of_interest, establishment","Parashurama Theme Park is a tourist destination built on Ummikkal hill in Bailur near Karkala in Udupi district. A bronze statue of Lord Vishnu's sixth avatar, Parashurama, is placed on the top of the building on the hill. This bronze statue is 33 feet tall, holding an axe in right hand, bow in left hand and raised left leg."
240,302,Bhalabang,"4Q3M+HJP, Pyuthan 22300, Nepal",28.1039634,82.7840712,4.5,Pyuthan 22300,"park, point_of_interest, establishment",
241,303,Chautara juction,"3QXP+6C, Pyuthan 22300, Nepal",28.0980025,82.7860517,0.0,Pyuthan 22300,"park, point_of_interest, establishment",
242,304,सोमरे धारा,"4RQM+M6G, Pyuthan 22300, Nepal",28.1391788,82.8330631,5.0,Pyuthan 22300,"park, point_of_interest, establishment",
243,305,Pratikshya laye,"3VGR+8H, Pyuthan 22300, Nepal",28.0758409,82.8914752,0.0,Pyuthan 22300,"park, point_of_interest, establishment",
244,306,Rattari,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0.0,Pyuthan 22300,"park, point_of_interest, establishment",
245,307,Okhaldhunga chaur,"3QVQ+8Q, Pyuthan 22300, Nepal",28.0932658,82.7893934,0.0,Pyuthan 22300,"park, point_of_interest, establishment","Tamang (Devanagari: तामाङ; tāmāng) is a term used to collectively refer to a dialect cluster spoken mainly in Nepal, Sikkim, West Bengal (Darjeeling) and North-Eastern India. It comprises Eastern Tamang, Northwestern Tamang, Southwestern Tamang, Eastern Gorkha Tamang, and Western Tamang. Lexical similarity between Eastern Tamang (which is regarded as the most prominent) and other Tamang languages varies between 81% and 63%."
246,308,LAXMAN HOUSE,"5VCG+8QF, Pyuthan 22300, Nepal",28.1708889,82.8764444,0.0,Pyuthan 22300,"park, point_of_interest, establishment","Rasipuram Krishnaswami Laxman (24 October 1921 – 26 January 2015) was an Indian cartoonist, illustrator, and humorist. He was best known for his creation The Common Man and for his daily cartoon strip, You Said It in The Times of India, which started in 1951.
R. K. Laxman started his career as a part-time cartoonist, working mostly for local newspapers and magazines."
247,309,धाईरे,"5V4V+RV7, Pyuthan 22300, Nepal",28.157048,82.8946831,0.0,Pyuthan 22300,"park, point_of_interest, establishment",
248,310,Gajuri,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0.0,Pyuthan 22300,"park, point_of_interest, establishment",Gajuri(Nepali: गजुरी ; gajuri) is a Gaupalika (Nepali: गाउपालिका ; gaupalika) (Formerly: village development committee) in Dhading District in the Bagmati Zone of central Nepal. It has a literacy rate of 64.28% (70.30% male and 58.41% female). The city hosts as one of the city with highest literacy rate in the Dhading district.
249,311,द्वार खोला,"5VCQ+X84, Pyuthan 22300, Nepal",28.1723944,82.8883297,0.0,Pyuthan 22300,"park, point_of_interest, establishment","Jagadguru Ramanandacharya Swami Rambhadracharya (born  Pandit Giridhar Mishra on 14 January 1950) is an Indian Hindu spiritual leader, educator, Sanskrit scholar, polyglot, poet, author, textual commentator, philosopher, composer, singer, playwright and Katha artist based in Chitrakoot, India. He is one of four incumbent Jagadguru Ramanandacharya, and has held this title since 1988.
Rambhadracharya is the founder and head of Tulsi Peeth, a religious and social service institution in Chitrakoot named after Saint Tulsidas."
250,312,Pokhrel newas,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0.0,Pyuthan 22300,"park, point_of_interest, establishment",Ishwor Pokhrel (Nepali: ईश्वर पोखरेल) is the current senior Vice-president of CPN (UML). Pokhrel has also served as the Deputy Prime Minister of Nepal. He was also Minister of Defence in the Second Oli cabinet.
251,313,Sundar foam house,"4W72+FQF, Pyuthan 22300, Nepal",28.1136814,82.9019164,0.0,Pyuthan 22300,"park, point_of_interest, establishment","Hanuman (; Sanskrit: हनुमान्, IAST: Hanumān), also known as Maruti, Bajrangabali, and Anjaneya, is a deity in Hinduism, revered as a divine vanara, and a devoted companion of the deity Rama. Central to the Ramayana, Hanuman is celebrated for his unwavering devotion to Rama and is considered a chiranjivi. He is traditionally believed to be the spiritual offspring of the wind deity Vayu, who is said to have played a significant role in his birth."
252,314,Mallarani,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0.0,Pyuthan 22300,"park, point_of_interest, establishment","Mallarani is a Rural municipality located within the Pyuthan District of the Lumbini Province of Nepal.
The rural municipality spans 80.09 square kilometres (30.92 sq mi) of area, with a total population of 17,686 according to a 2011 Nepal census.
On March 10, 2017, the Government of Nepal restructured the local level bodies into 753 new local level structures."
253,315,Damti suspension bridge,"4WW4+5XX, Pyuthan 22300, Nepal",28.1454996,82.90748,0.0,Pyuthan 22300,"park, point_of_interest, establishment",
254,316,BITAR RASAM PARK बिटार रासम पार्क,"Ramechhap Rd, Ramechhap 45400, Nepal",27.3642715,86.0769488,3.7,Ramechhap 45400,"park, point_of_interest, establishment",
255,317,Dadako Park,"74WR+XM8, Ramechhap 45400, Nepal",27.2974055,86.1417017,5.0,Ramechhap 45400,"park, point_of_interest, establishment","This is a list of all video games released for the Nintendo 3DS. For games that were announced or in-development, but never released, see the list of cancelled Nintendo 3DS games.


== Games ==
The Nintendo 3DS portable system has a large library of games, which are released in game card and/or digital form. This list does not include downloadable games available via the Virtual Console service."
256,318,Thulaghar danda park ठुलाघरडाँडा पार्क,"83VC+JWW, Ramechhap 45400, Nepal",27.3440411,86.0725477,5.0,Ramechhap 45400,"park, point_of_interest, establishment",
257,320,madhya pahadi lokmarga-Dahoo,"8493+PHF, Ramechhap 45400, Nepal",27.319307,86.1039189,5.0,Ramechhap 45400,"park, point_of_interest, establishment",
258,321,Udayanarayan Smriti Park(उदयनारायण स्मृति पार्क),"83VC+JWW, Ramechhap 45400, Nepal",27.3441137,86.0723364,5.0,Ramechhap 45400,"park, point_of_interest, establishment",
259,322,गौतम कुमार हायू,"73XV+W44, Ramechhap 45400, Nepal",27.299752,86.0928148,0.0,Ramechhap 45400,"park, point_of_interest, establishment",
260,323,यात्रु प्रतिक्षालय मन्थलि,"93X7+GX9, Ramechhap, Manthali 45400, Nepal",27.3987883,86.0649895,3.0,Ramechhap,"park, point_of_interest, establishment",
261,324,Salle,"9324+MPV, Ramechhap 45400, Nepal",27.3517252,86.056784,0.0,Ramechhap 45400,"park, point_of_interest, establishment",
262,325,DADA GAUN,"8493+PHF, Ramechhap 45400, Nepal",27.319307,86.1039189,0.0,Ramechhap 45400,"park, point_of_interest, establishment","Khalte is a part of Nilkantha municipality in Dhading District in the Bagmati pradesh of central Nepal.
It consists of the places like Phyakse, Khalte, Pateni, Pimalkhola, Shyaldadan, Paharechhap, Deurali, Ramche, Dada Gaun.
The majority of the population are involved in agriculture."
263,326,Damakur,"Rolpa municipality 8 damakur, Nepal",28.3044851,82.6363356,0.0,Nepal,"park, point_of_interest, establishment",
264,327,Tamri,"Rolpa municipality 09 Tamari, Bhawang 22100, Nepal",28.3292768,82.6365484,0.0,Bhawang 22100,"park, point_of_interest, establishment",
265,328,"Suryapura chok,Rupandehi,Tilottama-8","Suryapura chok, Rupandehi ,Tilottama-8, Tilottama 32900, Nepal",27.6166849,83.4895596,4.7,Rupandehi,"park, point_of_interest, establishment",
266,332,Childern Park,"M633+RQF, Siraha 56500, Nepal",26.6545699,86.2044216,3.8,Siraha 56500,"park, point_of_interest, establishment",
267,333,Madhesi Park,"M659+JWW, Siraha 56500, Nepal",26.6591132,86.2198197,4.1,Siraha 56500,"park, point_of_interest, establishment","Big Bend of the Madesi Valley is the indigenous homeland of the Madesi tribe, located in Shasta County, northeastern California. It is named for a major change in course of the Pit River.
Its population is 79 as of the 2020 census, down from 102 from the 2010 census."
268,334,Dahipauri,"J5QP+V4X, Siraha 56500, Nepal",26.6397409,86.1853474,5.0,Siraha 56500,"park, point_of_interest, establishment",
269,335,Children garden Gulariya.,"M6MM+WHQ, Siraha 56500, Nepal",26.6848255,86.2339918,4.0,Siraha 56500,"park, point_of_interest, establishment",A municipality (Nepali: नगरपालिका) in Nepal is an administrative division in the Provinces of Nepal. The urban population of Nepal refers to the inhabitants residing in the designated municipal area. Population size has been taken as the principal criteria in the declaration of urban areas in Nepal since 1961.
270,336,Siraha,"J5QP+V4X, Siraha 56500, Nepal",26.6397409,86.1853474,0.0,Siraha 56500,"park, point_of_interest, establishment",
271,337,No one,"M6M4+C32, Siraha 56500, Nepal",26.6834605,86.2058054,0.0,Siraha 56500,"park, point_of_interest, establishment",
272,338,Lauwa pokhari,"M7C6+58X, Siraha 56500, Nepal",26.670476,86.2608655,0.0,Siraha 56500,"park, point_of_interest, establishment",
273,339,Thenghi clean water State deep Boring,"M6CM+9VF, Thenghi, Siraha 09, Nepal",26.6709467,86.2346827,0.0,Thenghi,"park, point_of_interest, establishment",
274,340,Nahar Singh syaraha,"J5QP+V4X Nahar Singh, Siraha 56500, Nepal",26.6397409,86.1853474,0.0,Siraha 56500,"park, point_of_interest, establishment",
275,341,Gauri shankar krishi farm.khairtoka,"Siraha 56500, Nepal",26.6253848,86.1746094,5.0,Nepal,"park, point_of_interest, establishment",
276,342,Dilip home,"J5VP+C65, Siraha 56500, Nepal",26.6444144,86.186282,5.0,Siraha 56500,"park, point_of_interest, establishment","Dilip Shanghvi (born 1 October 1955) is an Indian billionaire businessman. As the founder of Sun Pharmaceuticals, he is one of the country's richest people. The Government of India awarded him the civilian honor of the Padma Shri in 2016."
277,343,Mahisotha,"J5QP+V4X Highway, Siraha 56500, Nepal",26.6397409,86.1853474,5.0,Siraha 56500,"park, point_of_interest, establishment","Siraha District (Nepali: सिराहा जिल्ला; ), a district in Madhesh Province, is one of the seventy-seven districts of Nepal. It is situated in the Terai belt of Nepal. The  district, with Siraha as its district headquarters, covers an area of 1,188 km2 (459 sq mi)."
278,344,ROMAN RONY HOME 🏠,"J5VP+HGH Nepal ward no 5 Barerwa, Siraha 56500, Nepal",26.6439337,86.1863541,0.0,Siraha 56500,"park, point_of_interest, establishment",
279,345,Torpee toll,"M644+27H, Siraha 56500, Nepal",26.6550633,86.2057458,5.0,Siraha 56500,"park, point_of_interest, establishment",
280,346,naresh home,"J5QP+V4X, Siraha 56500, Nepal",26.6397409,86.1853474,0.0,Siraha 56500,"park, point_of_interest, establishment","Naresh Trehan (born 12 August 1945) is an Indian cardiovascular and cardiothoracic surgeon. After graduating from King George's Medical University, Lucknow, India, he went on to practice at New York University Medical Center, Manhattan, USA from 1971 to 1988. He returned to India and started Escorts Heart Institute and Research Centre."
281,347,shyam mahara D.S.P,"M6C9+C84, Siraha 56500, Nepal",26.6710206,86.2183402,3.2,Siraha 56500,"park, point_of_interest, establishment","Gangolihat is a town in the Pithoragarh district of Uttarakhand, India. It is the headquarters of an eponymous tehsil ~ one of the 12 revenue subdivisions of the Pithorarh district.
It is said that here Adi Shankaracharya did penance to please Adi Shakti."
282,348,portaha village,"J5QP+V4X, Siraha 56500, Nepal",26.6397409,86.1853474,0.0,Siraha 56500,"park, point_of_interest, establishment",Portaha  is a former village development committee in Saptari District in the Sagarmatha Zone of south-eastern Nepal. At the time of the 1991 Nepal census it had a population of 4592.
283,349,Goit pappu,"M56W+RPV, Siraha 56500, Nepal",26.662121,86.1967879,0.0,Siraha 56500,"park, point_of_interest, establishment","The 10th Bihar Legislative Assembly elections were held in February 1990, to elect representatives for the Bihar Legislative Assembly. It resulted in a decisive victory for the Janta Dal, riding on the pan-India victory of 1989, during V. P. Singh's wave. Political manoeuvres ensured parliamentarian Lalu Prasad Yadav's victory in the chief minister-ship battle, against seasoned Bihar leader Ram Sundar Das, who was close to Janta party stalwarts like S.N. Sinha and Chandrashekhar."
284,350,Maidan Sataun,"4R5J+39W, Syangja Satuan road, Putalibazar 33800, Nepal",28.1077394,83.8309407,3.8,Syangja Satuan road,"park, point_of_interest, establishment",
285,351,Upper Bhujunge 360° view point,"Syangja-lamage-Rahaley-Chandisthan, Putalibazar 33800, Nepal",28.1006799,83.8424311,5.0,Putalibazar 33800,"park, point_of_interest, establishment",
286,352,BP Smirti Pratikshalaya(balti more),"VRHP+6PQ, Syangja Chapakot Rd, Chapakot 33800, Nepal",27.8780895,83.8368543,5.0,Syangja Chapakot Rd,"park, point_of_interest, establishment",
287,353,Macchang waterfall,"4V66+MP9, Syangja- Sataun Road, Putalibazar 33800, Nepal",28.1116717,83.8618687,0.0,Syangja- Sataun Road,"park, point_of_interest, establishment",
288,354,DD Park Tanahunsur,"28GC+QV, Tanahunsur, Nepal",28.0269113,84.3221541,2.5,Tanahunsur,"park, point_of_interest, establishment",
289,355,Kanchenjunga Conservation Area,"JWHM+799, Lelep,Taplejung,Mechi, Tapethok, Nepal",27.6281668,87.9334803,4.5,Lelep,"park, point_of_interest, establishment","Kanchenjunga Conservation Area is a protected area in the Himalayas of eastern Nepal that was established in 1997. It covers 2,035 km2 (786 sq mi) in the Taplejung District and comprises two peaks of Kanchenjunga. In the north it adjoins the Qomolangma National Nature Preserve in Tibet, and in the east the Khangchendzonga National Park in Sikkim."
290,370,ghaprakharka झाप्राखर्क मालिका,"8G4X+4G, Baglung 33200, Nepal",28.3053125,83.5488125,5.0,Baglung 33200,"park, point_of_interest, establishment",
291,371,Lamgau garden house,"7HMR+W6, Baglung 33300, Nepal",28.284778,83.590536,5.0,Baglung 33300,"park, point_of_interest, establishment",
292,385,Shree Nepal forest,"5W4W+962, Belwa Parsauni 44400, Nepal",27.1558761,84.9455183,0.0,Belwa Parsauni 44400,"park, point_of_interest, establishment","Nepal measures about 880 kilometers (547 mi) along its Himalayan axis by 150 to 250 kilometers (93 to 155 mi) across. It has an area of 147,516 km2 (56,956 sq mi).
Nepal is landlocked by China's Tibet Autonomous Region to the north and India on other three sides."
293,386,दिवा विश्राम स्थल,"Nuwakot Sadak 12, Bidur 44900, Nepal",27.88673,85.1030421,0.0,Bidur 44900,"park, point_of_interest, establishment",
294,427,अर्धनारेशोवर गोठाटार पार्क,"Gothatar, Kageshwari Manohara, 8, Kathmandu 44600, Nepal",27.7033779,85.3843709,4.5,Kageshwari Manohara,"park, point_of_interest, establishment",
295,459,Finear Art Gallery,"MCCH+H4V, Ichhu Galli, Bhaktapur 44800, Nepal",27.6714725,85.4278354,4.5,Ichhu Galli,"art_gallery, point_of_interest, establishment",
296,460,Kathmandu Art House,"सात घुम्ती मार्ग, Kathmandu 44600, Nepal",27.7152136,85.3092047,4.7,Kathmandu 44600,"art_gallery, point_of_interest, establishment","Kathmandu, officially the Kathmandu Metropolitan City, is the seat of federal government and the most populous city in Nepal. As of the 2021 Nepal census, there were 845,767 inhabitants living in 105,649 households and approximately 4 million people in its surrounding agglomeration. It is located in the Kathmandu Valley, a large valley surrounded by hills in central Nepal, at an altitude of 4,344 feet (1,324 metres) above sea level."
297,461,Siddhartha Art Gallery,"Babermahal Revisited premises, Tanka Prasad Ghumti Sadak, Kathmandu 44617, Nepal",27.6944534,85.3226963,4.5,Tanka Prasad Ghumti Sadak,"art_gallery, tourist_attraction, point_of_interest, establishment","Siddhartha Gautama, most commonly referred to as the Buddha (lit. 'the awakened one'), was a wandering ascetic and religious teacher who lived in South Asia, during the 6th or 5th century BCE and founded Buddhism. According to Buddhist legends, he was born in Lumbini, in what is now Nepal, to royal parents of the Shakya clan, but renounced his home life to live as a wandering ascetic. After leading a life of mendicancy, asceticism, and meditation, he attained nirvana at Bodh Gaya in what is now India."
298,462,Universal Art Gallery,"Thamel Dabali Marg, Kathmandu 44600, Nepal",27.7151628,85.311494,5.0,Kathmandu 44600,"art_gallery, point_of_interest, establishment","Victoria Carroll (or Victoria Carrol-Bell; born Mary Carol Lee Ford on January 21, 1941) is an American actress, dancer and artist. Best known as Marie Massey in Alice (1978-1984).


== Early life ==
Born Mary Carol Lee Ford on January 21, 1941 in Los Angeles, California, the third child of Oscar Ford, a vaudeville actor turned publicity agent and Lillian Ford, an actress."
299,463,Buddha Nepal Art Gallery,"Infront Of Global IME Bank, Chaksibari Marg, Kathmandu 44600, Nepal",27.7164864,85.3101423,4.8,Chaksibari Marg,"art_gallery, store, point_of_interest, establishment","Siddhartha Gautama, most commonly referred to as the Buddha (lit. 'the awakened one'), was a wandering ascetic and religious teacher who lived in South Asia, during the 6th or 5th century BCE and founded Buddhism. According to Buddhist legends, he was born in Lumbini, in what is now Nepal, to royal parents of the Shakya clan, but renounced his home life to live as a wandering ascetic. After leading a life of mendicancy, asceticism, and meditation, he attained nirvana at Bodh Gaya in what is now India."
300,464,"Takpa Gallery, lazimpat","Nursery Rd, Kathmandu 44600, Nepal",27.720725,85.3186361,4.9,Kathmandu 44600,"art_gallery, point_of_interest, establishment",
301,465,Arts Nepal Gallery - Art Gallery in Nepal,"सगरमाथा बजार, Paryatan Marg, Kathmandu 44600, Nepal",27.7150598,85.3108008,4.9,Paryatan Marg,"art_gallery, store, point_of_interest, establishment","The Freer Gallery of Art is an art museum of the Smithsonian Institution in Washington, D.C. focusing on Asian art. The Freer and the Arthur M. Sackler Gallery together form the National Museum of Asian Art in the United States. The Freer and Sackler galleries house the largest Asian art research library in the country and contain art from East Asia, South Asia, Southeast Asia, the Islamic world, the ancient Near East, and ancient Egypt, as well as a significant collection of American art."
302,466,Freedom Art Gallery,"ठमेल भगवती मार्ग, Kathmandu 44600, Nepal",27.7157566,85.3116134,4.9,Kathmandu 44600,"art_gallery, point_of_interest, establishment","The National Gallery of Art is an art museum in Washington, D.C., United States, located on the National Mall, between 3rd and 9th Streets, at Constitution Avenue NW. Open to the public and free of charge, the museum was privately established in 1937 for the American people by a joint resolution of the United States Congress. Andrew W. Mellon donated a substantial art collection and funds for construction. The core collection includes major works of art donated by Paul Mellon, Ailsa Mellon Bruce, Lessing J. Rosenwald, Samuel Henry Kress, Rush Harrison Kress, Peter Arrell Browne Widener, Joseph E. Widener, and Chester Dale."
303,467,Nepali Gallery,"Krian Niwas, Bhattarai Marg 1, Kathmandu 44600, Nepal",27.6819119,85.3320678,4.6,Bhattarai Marg 1,"art_gallery, point_of_interest, establishment","This list contains ""traditional"" musical instruments used in Nepal. Instruments overlap with nearby countries, including India and Tibet. An example is the Sarangi, a common bow Indian instrument."
304,468,Museum Of Nepali Art,"Kathmandu 44600, Nepal",27.7150613,85.3099101,4.6,Nepal,"museum, point_of_interest, establishment","This list contains ""traditional"" musical instruments used in Nepal. Instruments overlap with nearby countries, including India and Tibet. An example is the Sarangi, a common bow Indian instrument."
305,469,BK ART Gallery,"२ कुमारी माई मार्ग, Kathmandu 44600, Nepal",27.7204288,85.3200854,4.3,Kathmandu 44600,"art_gallery, store, point_of_interest, establishment","Momenta Art was an artist-run, not-for-profit organization and gallery, which from its founding in 1986 to its closing in 2016, exhibited and promoted emerging artists and underrepresented artistic perspectives. Artists who received support from Momenta Art include Simone Leigh, Chitra Ganesh, Elana Herzog, and Mark Tribe.


== Origins ==


=== Philadelphia ===
Momenta Art was founded in 1986 by a group of five artists in Philadelphia, Timothy Aubry, Donna Czapiga, Eric Heist, Christina LaSala, and James Mills."
306,470,Nupur Art Gallery Center Pvt. Ltd.,"सात घुम्ती मार्ग 3-15, Kathmandu 44600, Nepal",27.7156625,85.3099435,5.0,Kathmandu 44600,"shopping_mall, art_gallery, food, point_of_interest, establishment","The Kasivisvesvara temple (Kannada: ಕಾಶಿವಿಶ್ವೇಶ್ವರ ದೇವಸ್ಥಾನ), also referred to as the Kavatalesvara, Kashivishveshvara or Kashi Vishvanatha temple of Lakkundi is located in the Gadag district of Karnataka state, India. It is about 12 kilometres (7.5 mi) from Gadag city, between Hampi and Goa. The Kasivisvesvara temple is one of the best illustrations of fully developed Kalyana Chalukya style of Hindu architecture."
307,471,Fine Arts,"P876+QM7, Tridevi Sadak, Kathmandu 44600, Nepal",27.7144654,85.311674,5.0,Tridevi Sadak,"art_gallery, point_of_interest, establishment","In European academic traditions, fine art (or, fine arts) is made primarily for aesthetics or creative expression, distinguishing it from popular art, decorative art or applied art, which also either serve some practical function (such as pottery or most metalwork) or is generally of limited artistic quality in order to appeal to the masses. In the aesthetic theories developed in the Italian Renaissance, the highest art was that which allowed the full expression and display of the artist's imagination, unrestricted by any of the practical considerations involved in, say, making and decorating a teapot.  It was also considered important that making the artwork did not involve dividing the work between different individuals with specialized skills, as might be necessary with a piece of furniture, for example."
308,472,Thang Ku Artist,"P9FC+GCP, Kathmandu 44602, Nepal",27.7238263,85.3710812,5.0,Kathmandu 44602,"art_gallery, point_of_interest, establishment","Toshinobu ""Toshi"" Kubota (久保田 利伸, Kubota Toshinobu, born 24 July 1962) is a Japanese singer, songwriter, musician, music producer, and radio personality. He has produced six million-seller records and thirty-three Top 40 singles during his career. Kubota is currently part of Sony Music Japan."
309,473,Swoyambhu Art Gallery,"Kathmandu 44600, Nepal",27.7148322,85.3102272,5.0,Nepal,"art_gallery, point_of_interest, establishment","Kathmandu, officially the Kathmandu Metropolitan City, is the seat of federal government and the most populous city in Nepal. As of the 2021 Nepal census, there were 845,767 inhabitants living in 105,649 households and approximately 4 million people in its surrounding agglomeration. It is located in the Kathmandu Valley, a large valley surrounded by hills in central Nepal, at an altitude of 4,344 feet (1,324 metres) above sea level."
310,474,ArTree Nepal,"M8V7+X58, Samarpan Marg, Kathmandu 44600, Nepal",27.6948949,85.312953,4.6,Samarpan Marg,"art_gallery, point_of_interest, establishment","Sheelasha Rajbhandari, (Nepali: शिलाशा राजभण्डारी; born 1988, Kathmandu) is a Nepalese visual artist, curator, and cultural organizer. Her artwork examines alternative narratives through folk tales, oral traditions, myths, material culture, performances and rituals, and presents them as counterpoints to mainstream history and narratives. She often seeks to challenge social taboos and patriarchal discourses by focusing on women's struggles and celebrating their resilience."
311,475,Mithila Yain Art Gallery,"P876+92X, J.P Road, Kathmandu 44600, Nepal",27.713479,85.310125,4.0,J.P Road,"art_gallery, point_of_interest, establishment",
