,id,name,address,latitude,longitude,rating,second_word,types,Description
393,609,Adi Buddha Handicraft,"PatakwoGalli, Lalitpur 44600, Nepal",27.6736156,85.3262615,1.0,Lalitpur 44600,"museum, point_of_interest, establishment","In Mahayana and Vajrayana Buddhism, the Five Tathāgatas (Skt: पञ्चतथागत, pañcatathāgata; (Ch: 五方佛, Wǔfāngfó) or Five Wisdom Tathāgatas (Ch: 五智如来, Wǔzhì Rúlái), are the five cardinal male and female Buddhas that are inseparable co-equals, although the male cardinal Buddhas are more often represented. Collectively, the male and female Buddhas are known as the Five Buddha Families (pañcabuddhakula). The five are also called the Five Great Buddhas, and the Five Jinas (Skt."
394,610,The Unique Handicraft अनुपम हस्तकला,"Kwalakhu Rd, Lalitpur 44700, Nepal",27.6740611,85.324218,2.5,Lalitpur 44700,"museum, point_of_interest, establishment",
395,611,Satyamohan Joshi Loksahitya Sangrahalaya,"M8FG+3PX, Lalitpur 44600, Nepal",27.6726257,85.3267868,0.0,Lalitpur 44600,"museum, point_of_interest, establishment",
396,612,Utpala Arts,"M8GC+GV9, धलायचा लँ, Lalitpur 44600, Nepal",27.6763445,85.3222694,4.7,धलायचा लँ,"museum, point_of_interest, store, establishment","Avantivarman founded the Utpala dynasty. He ruled Kashmir from 855 to 883 CE and built the Avantiswami Temple in Awantipora, Pulwama.


== History ==
Avantivarman belonged to Utpala dynasty and emerged as a powerful King."
397,613,Gautam Gift Emporium,"22 Kwalakhu rd, near Golden Temple, Lalitpur 44600, Nepal",27.6752072,85.3247581,5.0,near Golden Temple,"museum, point_of_interest, store, establishment","Tamil-Brahmi, also known as Tamili or Damili, was a variant of the Brahmi script in southern India. It was used to write inscriptions in Old Tamil. The Tamil-Brahmi script has been paleographically and stratigraphically dated between the third century BCE and the first century CE, and it constitutes the earliest known writing system evidenced in many parts of Tamil Nadu, Kerala, Andhra Pradesh and Sri Lanka."
398,614,Pwasya Metal Craft,"Ward no. 12 Tangal, Lalitpur 44700, Nepal",27.6692539,85.3244157,5.0,Lalitpur 44700,"museum, point_of_interest, establishment",
399,615,JUJU HANDICRAFT EXPORTERS,"Chakupat-11, Lalitpur 44700, Nepal",27.6803221,85.3253013,0.0,Lalitpur 44700,"museum, point_of_interest, establishment","Neytal (Persian: نيتل; also known as Neytel and Neital) is a village in Tavabe-e Kojur Rural District, Kojur District, Nowshahr County, Mazandaran Province, Iran. At the 2006 census, its population was 91, in 30 families."
400,616,Ashoka Handicrafts,"Nagbahal, Khachhen 44700, Lalitpur 44700, Nepal",27.6754538,85.3236608,5.0,Khachhen 44700,"art_gallery, museum, point_of_interest, store, establishment","The culture of Sri Lanka mixes modern elements with traditional aspects and is known for its regional diversity. Sri Lankan culture has long been influenced by the heritage of Theravada Buddhism passed on from India, and the religion's legacy is particularly strong in Sri Lanka's southern and central regions. South Indian cultural influences are especially pronounced in the northernmost reaches of the country."
401,617,Seolee Handicraft,"M87H+C3G, Deepawali Marg, Lalitpur 44700, Nepal",27.6635727,85.3277043,0.0,Deepawali Marg,"museum, point_of_interest, establishment",
402,618,Manang Culture Museum,"M28F+4MQ, Tanki Manang 33500, Nepal",28.6653597,84.024244,4.0,Tanki Manang 33500,"museum, point_of_interest, establishment","The Ibans or Sea Dayaks are a branch of the Dayak people on the island of Borneo in Southeast Asia. It is believed that the term ""Iban"" was originally from the Kayan Language. ""Iban"" or ""Hivan"" means human or person."
403,621,Shiv Temple Lalparsa Ghat,"QPMV+WP2, Lal Parsa, Bihar 845433, India",26.7847675,84.7442684,4.5,Lal Parsa,"museum, point_of_interest, establishment",
404,622,single mango tree,"4V69+WJW, Pyuthan 22300, Nepal",28.1123578,82.8690674,0.0,Pyuthan 22300,"museum, point_of_interest, establishment","A mango is an edible stone fruit produced by the tropical tree Mangifera indica. It originated from the region between northwestern Myanmar, Bangladesh, and northeastern India. M. indica has been cultivated in South and Southeast Asia since ancient times resulting in two types of modern mango cultivars: the ""Indian type"" and the ""Southeast Asian type""."
405,623,Tarakhase pokhari,"8477+5HG, Ramechhap Road, Ramechhap 45400, Nepal",27.3129484,86.113946,3.3,Ramechhap Road,"museum, point_of_interest, establishment",
406,624,Sindhuli Gadhi War Museum,"7XH4+QCP Sindhuligadi Memorial Park, Dhulikhel Sindhuli Bhittamod Rajmarg, Jalkanya 45900, Nepal",27.2794969,85.9561365,4.5,Dhulikhel Sindhuli Bhittamod Rajmarg,"museum, point_of_interest, establishment","Sindhuli Gadhi is an historical fort and tourist attraction in central Nepal. Sindhuli Gadhi is famous for the battle between the then Gorkha Army and the British troop headed by Captain Kinloch. The Gorkha force under the command of Khajanchi Bir Bhadra Upadhyay and Sardar Banshu Gurung defeated the British troop in November 1767 (Kartik 24, 1824 BS)."
407,625,Chaurasia Tole,"J5HR+63M, Siraha 56500, Nepal",26.6280983,86.1901659,0.0,Siraha 56500,"museum, point_of_interest, establishment","Mankombu Sambasivan Swaminathan (7 August 1925 – 28 September 2023) was an Indian agronomist, geneticist, administrator and humanitarian. Swaminathan was a global leader of the green revolution. He has been called the main architect of the green revolution in India for his leadership and role in introducing and further developing high-yielding varieties of wheat and rice."
408,626,Bindash dj (Bali yadav),"J5QP+V4X nabraj 5, Siraha 56500, Nepal",26.6397409,86.1853474,0.0,Siraha 56500,"museum, point_of_interest, establishment",
409,627,Saka new plat,"M6MJ+8R7, Siraha 56500, Nepal",26.6832938,86.2320519,0.0,Siraha 56500,"museum, point_of_interest, establishment","1857 (MDCCCLVII) was a common year starting on Thursday of the Gregorian calendar and a common year starting on Tuesday of the Julian calendar, the 1857th year of the Common Era (CE) and Anno Domini (AD) designations, the 857th  year of the 2nd millennium, the 57th  year of the 19th century, and the  8th   year of the 1850s decade. As of the start of 1857, the Gregorian calendar was 12 days ahead of the Julian calendar, which remained in localized use until 1923. 


== Events ==


=== January–March ===
January 1 – The biggest Estonian newspaper, Postimees, is established by Johann Voldemar Jannsen."
410,628,Everest Science Center Nepal,"Barju - 5, Sitagunj, Sunsari, Nepal Sitagunj, Nepal",26.4476094,87.2126916,3.6,Sitagunj,"museum, point_of_interest, establishment","Mount Everest, known locally as Sagarmatha or Qomolangma,  is Earth's highest mountain above sea level, located in the Mahalangur Himal sub-range of the Himalayas. The China–Nepal border runs across its summit point. Its elevation (snow height) of 8,848.86 m (29,031 ft 8+1⁄2 in) was most recently established in 2020 by the Chinese and Nepali authorities."
411,663,Central Zoo,"Jawalakhel Rd, Lalitpur 44600, Nepal",27.672704,85.3118294,4.0,Lalitpur 44600,"zoo, point_of_interest, establishment","The Central Zoo (Nepali: सदर चिडियाखाना) is a 6-hectare (15-acre) zoo in Jawalakhel, Nepal. It is home to some 969 animals in 109 species, and is operated by the National Trust for Nature Conservation (NTNC). Although it was originally a private zoo, it was opened to the public in 1956."
412,685,Golfutar Sunrise Point,"P8CF+HQ6, Kathmandu 44600, Nepal",27.7456033,85.3487589,5.0,Kathmandu 44600,"park, point_of_interest, establishment",
413,686,Nepal Trek Hub,"Bal Kumari Marg, Kathmandu 44600, Nepal",27.7259526,85.3176154,5.0,Kathmandu 44600,"travel_agency, park, point_of_interest, establishment","There are two base camps on Mount Everest, on opposite sides of the mountains: South Base Camp is in Nepal at an altitude of 5,364 metres (17,598 ft) (28°0′26″N 86°51′34″E), while North Base Camp is in Tibet at 5,150 metres (16,900 ft) (28°8′29″N 86°51′5″E).
The base camps are rudimentary campsites at the base of Mount Everest that are used by mountain climbers during their ascent and descent. They are also visited by hikers."
414,687,By Mountain People | unlock your next trekking adventure,"Kathmandu 44600, Nepal",27.7267295,85.3150398,4.9,Nepal,"travel_agency, park, store, point_of_interest, establishment","The first season of the American animated television series Star Trek: Prodigy follows a group of young aliens who find an abandoned Starfleet ship, the USS Protostar, and must learn to work together as they make their way from the Delta Quadrant to the Alpha Quadrant. The season was produced by CBS Eye Animation Productions and Nickelodeon Animation Studio in association with Secret Hideout, Roddenberry Entertainment, and Brothers Hageman Productions. Kevin and Dan Hageman served as showrunners."
415,717,Sandakpur View Tower,"Ilam 57300, Nepal",27.1046917,88.001054,4.5,Nepal,"park, point_of_interest, establishment",
416,737,Maitighar Mandala,"M8VC+R5R, Kathmandu 44600, Nepal",27.6944693,85.3203174,4.2,Kathmandu 44600,"park, point_of_interest, establishment","The Maitighar Mandala (Nepali: माइतीघर मण्डला) is a symbolic monument located in the heart of Kathmandu, Nepal. It is an island at the intersection of roads from Thapathali, New Baneshwor, Bhadrakali and at the southeast corner of Singhadurbar, the administrative centre of Nepal. It forms an important landmark in the beautification of Kathmandu city and a master piece of art depicting Buddhist relics."
417,746,Shahid Dharma Bhakta Statue,"P86Q+VG7, Kathmandu 44600, Nepal",27.7121558,85.3387878,4.0,Kathmandu 44600,"park, point_of_interest, establishment","Dharma Bhakta Mathema (1909—1941) was a professional body builder as well as a founding member of Praja Parishad. He introduced modern body building techniques in Nepal, but had gained popularity for his contribution to the Nepalese struggle for freedom against the autocracy of the Rana dynasty. He was killed during the freedom movement, and is duly recognized as one of the four martyrs of Nepal of the Rana era."
418,761,Bakhetro Samabeshi Bakhra Utpadan Firm,"Dudesota khola Dang, Ghorahi 22400, Nepal",28.0576212,82.4734103,5.0,Ghorahi 22400,"zoo, point_of_interest, establishment",
419,763,Nepal Wildlife Resort Pvt Ltd,"2nd Floor bhagbanbahal, Kathmandu 44600, Nepal",27.7153902,85.3123293,4.3,Kathmandu 44600,"zoo, park, point_of_interest, establishment","Nagarahole National Park is a national park located in Kodagu district and Mysore district in Karnataka, India.
This park was declared the 37th Tiger Reserve of India in 1999. It is part of the Nilgiri Biosphere Reserve."
420,764,Zebra House,"M9Q5+45J, Kathmandu 44600, Nepal",27.687829,85.357882,3.0,Kathmandu 44600,"zoo, point_of_interest, establishment","The Zebra Puzzle is a well-known logic puzzle. Many versions of the puzzle exist, including a version published in Life International magazine on December 17, 1962.  The March 25, 1963, issue of Life contained the solution and the names of several hundred successful solvers from around the world."
