id,name,address,latitude,longitude,rating,second_word,types
,Manikpur Temple,"2QW5+JP4, पर्सौनी भाठा 44300, नेपाल",27.0465241,84.7593233,4.5,पर्सौनी भाठा 44300,", hindu_temple"
,Pakaha Mainpur Gaupalika,"2PFW+W9W, मैनपुर पकाहा 44300, नेपाल",27.0248316,84.7459419,3.5,मैनपुर पकाहा 44300,", monument"
,मैनपुर पकाहा,"मैनपुर पकाहा 44300, नेपाल",27.0315854,84.7446146,,नेपाल,", monument"
,Pakaha mainpur Nepal,"2PGV+6QV, मैनपुर पकाहा 44300, नेपाल",27.0256056,84.7444159,0.0,मैनपुर पकाहा 44300,", monument"
,Maulapur Picnic Park,"Unnamed Road, 44500, नेपाल",26.9262909,85.1982115,4.1,44500,", picnic"
,प्यूठान अस्पताल,"4V33+GHW, Hospital Road, प्यूठान 22300, नेपाल",28.1038731,82.8539551,4.1,Hospital Road,", mosque"
,Jhuleni Natural View Tower (झुलेनी प्राकृतिक भ्यू टावर),"5V73+28C, जुमृकाँडा 22300, नेपाल",28.1625517,82.8532729,4.7,जुमृकाँडा 22300,", museum"
,Bagdula बाग्दुला,"प्यूठान 22300, नेपाल",28.1228804,82.8835755,3.9,नेपाल,", zoo"
,Saunapani pyuthan,"4V23+M87, Saunapani, प्यूठान 22300, नेपाल",28.1016595,82.8532928,0.0,Saunapani,", aquarium"
,प्यूठान,"प्यूठान, नेपाल",28.0672903,82.8640623,,नेपाल,", monument"
,Tanka bahadur bista memorial Trust,"प्यूठान 22300, नेपाल",28.0961902,82.8390742,0.0,नेपाल,", monument"
,ठुलाचौर,"4X2Q+3CH, चुजा 22300, नेपाल",28.1001875,82.9886094,5.0,चुजा 22300,", historic_site"
,Pyuthan,"2PQH+27, मर्कावाङ 22300, नेपाल",28.037551,82.728177,3.7,मर्कावाङ 22300,", trek"
,स्वर्गद्वारीखाल,"स्वर्गद्वारीखाल, नेपाल",28.1213962,82.6743889,,नेपाल,", tourist_attraction"
,स्वर्गद्वारी,"स्वर्गद्वारी, नेपाल",28.1214212,82.674376,,नेपाल,", tourist_attraction"
,दारेमष्ठ रेग्मी कुलदेवता मन्दिर,"4MHW+JW7, भिङ्री 22300, नेपाल",28.1290485,82.6973058,4.3,भिङ्री 22300,", tourist_attraction"
,"डडे खोला, स्वर्गद्वारी नगरपालिका, सारी, प्युठान","5PH2+WHX, सरि 22300, नेपाल",28.1798596,82.7014709,4.3,सरि 22300,", tourist_attraction"
,सुरभि गौशाला स्वर्गद्वारी,"4MCF+7RR, स्वर्गद्वारीखाल 22300, नेपाल",28.1207647,82.6743906,5.0,स्वर्गद्वारीखाल 22300,", zoo"
,gaumukhi,"4V23+M87, प्यूठान 22300, नेपाल",28.1016595,82.8532928,5.0,प्यूठान 22300,", church"
,Gaumukhi,"72WQ+PXR, अर्खा, नेपाल",28.2968613,83.0399036,4.0,अर्खा,", hindu_temple"
,गौमुखी,"गौमुखी, नेपाल",28.2535999,83.0119021,,नेपाल,", historic_site"
,picnic spot,"in pyuthan (jhimruk 6, neear, नेपाल",28.139434,82.9609059,0.0,neear,", picnic"
,Markwang (pun magar village) Pyuthan,"4WGR+GMQ, तोरवाङ 22300, नेपाल",28.1263404,82.9417378,4.0,तोरवाङ 22300,", tourist_attraction"
,महांकाल भैरव मन्दिर,"P94V+QXH, Nil Barahi Rd, कागेश्वरी मनोहरा 44600, नेपाल",27.706972,85.3949867,4.9,Nil Barahi Rd,", monument"
,PANAUTI HERITAGE SITE,"HGP8+3X3, पनौती 45209, नेपाल",27.5851064,85.5174287,5.0,पनौती 45209,", historic_site"
,Rani Pauwa,"XR4M+MFC, ढुंगेगडी 22300, नेपाल",27.9566758,82.8336498,5.0,ढुंगेगडी 22300,", park"
,D.G pyuthan house 🏠,"Pyuthan arjham, प्यूठान, नेपाल",27.9932014,82.9087306,0.0,प्यूठान,", church"
,Saurakot ( सौराकोट),"XQ6P+35P, ढुंगेगडी 22300, नेपाल",27.9602032,82.7854411,2.5,ढुंगेगडी 22300,", hindu_temple"
,सरुमारानी,"सरुमारानी, नेपाल",27.9110643,82.8325014,,नेपाल,", historic_site"
,सरुमारानी गाउँपालिका,"XR4F+MPW, ढुंगेगडी 22300, नेपाल",27.9566266,82.8242701,4.7,ढुंगेगडी 22300,", trek"
,Mallarani zipline,"3VPR+6VF, प्यूठान 22300, नेपाल",28.0854073,82.8922309,0.0,प्यूठान 22300,", tourist_attraction"
,Thama,"Mallarani 1, Thama, नेपाल",28.0769679,82.8898126,0.0,Thama,", art_gallery"
,Supa deurali mandir barbot Pyuthan,"3W2Q+WM7, प्यूठान 22300, नेपाल",28.0522908,82.9391709,5.0,प्यूठान 22300,", hindu_temple"
,दहबसे,"6RR8+W23, सिर्पा 22100, नेपाल",28.2422609,82.815041,4.0,सिर्पा 22100,", amusement_park"
,New life church Timile,"5Q4F+F8, वेलबास 22300, नेपाल",28.1561707,82.7733558,0.0,वेलबास 22300,", church"
,"Nepal, pyuthan, naubaini gaun palika ,Dawar khola","5VCQ+W8J, प्यूठान 22300, नेपाल",28.1723439,82.8882717,4.3,प्यूठान 22300,", tourist_attraction"
,नौवहिनी,"नौवहिनी, नेपाल",28.1848533,82.8747609,,नेपाल,", tourist_attraction"
,Sirjana budha magar,"4WQJ+2XM, तोरवाङ 22300, नेपाल",28.1375893,82.9324324,0.0,तोरवाङ 22300,", park"
,Markwang Gospel church,"4WGR+H8X, तोरवाङ 22300, नेपाल",28.1264767,82.9408701,1.0,तोरवाङ 22300,", church"
,"Jhimruk rural municipality-5, okharkot pyuthan nepal","4XPG+VR7, ओखरकोट 22300, नेपाल",28.1371574,82.9770371,0.0,ओखरकोट 22300,", tourist_attraction"
,Jhimruk Rural Municipality,"4XJ9+C3G, Pyuthan, Jhimruk -4, प्यूठान, नेपाल",28.1343889,82.9688954,4.6,Pyuthan,", mosque"
,Jyoti Krishna Panthi Museum,"Jyoti Krishna Chaura, KAFALNETI 22300, नेपाल",28.1068888,83.0155244,1.0,KAFALNETI 22300,", museum"
,Kot Mandir,"Jhimruk 2, बाँदीकोट, नेपाल",28.1423006,82.999161,5.0,बाँदीकोट,", hindu_temple"
,Airawati Rural Municipality,"2W8J+228, बरौला 22300, नेपाल",28.0150075,82.9300265,3.8,बरौला 22300,", mosque"
,ऐरावती मन्दिर,"WWJV+QFG Airawati 1, दाङवाङ 22300, नेपाल",27.9319323,82.9436882,5.0,दाङवाङ 22300,", hindu_temple"
,Alita place,"3MHJ+6H8, प्यूठान 22300, नेपाल",28.0780421,82.6814391,0.0,प्यूठान 22300,", historic_site"
,मन्थली बस पार्क,"93Q6+FVX, मन्थली 45400, नेपाल",27.3887452,86.0622422,3.5,मन्थली 45400,", park"
,Manthali Playground,"93M5+4Q5, मन्थली 45400, नेपाल",27.3827623,86.0594712,5.0,मन्थली 45400,", amusement_park"
,Susamachariya Mitra Mandali Ramechhap,"93H6+PGC, मन्थली 45400, नेपाल",27.3792108,86.0617018,5.0,मन्थली 45400,", church"
,"चिसापानी गढी, रामेछाप","मन्थली 45400, नेपाल",27.4073066,86.0355392,5.0,नेपाल,", tourist_attraction"
,खाँडादेवी मन्दिर (मूख्य मन्दिर),"FW6H+Q59, मजुवा 45400, नेपाल",27.4619083,85.9279769,4.7,मजुवा 45400,", mosque"
,क्यारामबोट बजार,"क्यारामबोट बजार, मन्थली 45400, नेपाल",27.4071277,86.0714387,,मन्थली 45400,", mosque"
,मन्थली,"मन्थली, नेपाल",27.3885665,86.0631561,,नेपाल,", mosque"
,मन्थली,"मन्थली, नेपाल",27.3885674,86.0631632,,नेपाल,", mosque"
,मन्थली माध्यमिक विद्यालय,"श्री महेन्द्रोदय उच्च मा बि, लामोसाँघु-रामेछाप राजमार्ग, मन्थली 45400, नेपाल",27.3796936,86.0647396,4.0,लामोसाँघु-रामेछाप राजमार्ग,", mosque"
,Santi Agriculture and Animal Husbandry Farm,"849F+5FG, रामेछाप 45400, नेपाल",27.3179345,86.1237096,5.0,रामेछाप 45400,", zoo"
,Ghadi Chhap Picnic Spot,"C25R+7C, मन्थली 45400, नेपाल",27.4081516,86.0411128,5.0,मन्थली 45400,", picnic"
,सेलेघाट,"8XVP+F5H, मन्थली ६, नेपाल",27.3436954,85.9854969,5.0,मन्थली ६,", hike"
,रामेछाप बजार,"रामेछाप बजार, रामेछाप 45400, नेपाल",27.3231047,86.0822677,,रामेछाप 45400,", mosque"
,Ramechhap,"83H5+523, रामेछाप 45400, नेपाल",27.327896,86.0575423,4.8,रामेछाप 45400,", mosque"
,रामेछाप नगरपालिका कार्यालय,"83FJ+6WP, रामेछाप मार्ग, रामेछाप 45400, नेपाल",27.3230888,86.0823204,3.9,रामेछाप मार्ग,", mosque"
,रामेछाप,"रामेछाप, नेपाल",27.319307,86.1039189,,नेपाल,", mosque"
,रामेछाप,"रामेछाप, नेपाल",27.3171131,86.1069786,,नेपाल,", mosque"
,Eramechhap,"83FM+FC4, रामेछाप मार्ग, रामेछाप 45400, नेपाल",27.3235593,86.0835679,5.0,रामेछाप मार्ग,", mosque"
,"sahid park , doramba","GX74+P35, दोरम्बा 45400, नेपाल",27.5142674,85.955229,3.7,दोरम्बा 45400,", park"
,Doramba Bazar (Tourist destination),"GW8M+6F2, दोरम्बा 45400, नेपाल",27.5155156,85.9336283,4.2,दोरम्बा 45400,", tourist_attraction"
,AGLESWER MAHDEV,"GW39+CMC, Unnamed Road, दोरम्बा 45400, नेपाल",27.5035517,85.9191561,5.0,Unnamed Road,", hindu_temple"
,Doramba sailung gaupalika,"GW9P+W64, दोरम्बा 45400, नेपाल",27.5197676,85.9355648,3.5,दोरम्बा 45400,", monument"
,दोरम्बा,"दोरम्बा 45400, नेपाल",27.5143188,85.9335407,,नेपाल,", historic_site"
,उप्रेतिको डाँडो (रमाइलो चाैतारी),"H2PW+4HF, पवटी 45500, नेपाल",27.5853086,86.0464186,0.0,पवटी 45500,", historic_site"
,Bodal dada,"GWCG+R55, दोरम्बा 45400, नेपाल",27.5220059,85.925471,5.0,दोरम्बा 45400,", hike"
,Rakathum site,"CVR3+PH6, राकाथुम 45400, नेपाल",27.4417932,85.8538849,0.0,राकाथुम 45400,", park"
,Santi AG Church Ramechhap ️,"83GH+VQ, रामेछाप 45400, नेपाल",27.327115,86.0794958,5.0,रामेछाप 45400,", church"
,Ramechhap,"C4P5+7VV, 45400, नेपाल",27.4357392,86.1096764,5.0,45400,", tourist_attraction"
,सुनापती,"सुनापती, नेपाल",27.4973663,85.8392943,,नेपाल,", mosque"
,Sunapati Mahadev Temple,"FVM5+9M9, बेथान 45400, नेपाल",27.4834203,85.8592292,5.0,बेथान 45400,", hindu_temple"
,जबदे चिसापानी,"Ramechhap 8, Jawade, मन्थली 45400, नेपाल",27.4163136,86.0705004,0.0,Jawade,", historic_site"
,Sunapati Dada सुनापती डाडा,"FVM5+Q2J, बेथान 45400, नेपाल",27.4844664,85.8575307,5.0,बेथान 45400,", trek"
,"Sheraphat, Dhunge Dhara","चापागाउँ - छम्पी सडक, चापागा‌‍‍उँ 44700, नेपाल",27.5970743,85.3191678,4.0,चापागा‌‍‍उँ 44700,", park"
,Aahana Aquarium Shop,"महालक्ष्मी, नेपाल",27.6513744,85.3547263,4.1,नेपाल,", aquarium"
,Nepal Wonders Treks & Expedition P. Ltd,"त्रिदेवी सडक 26, काठमाडौँ 44600, नेपाल",27.7142943,85.3124258,4.9,काठमाडौँ 44600,", trek"
,Champadevi Hiking Trail,"J7W3+FH7, कीर्तिपुर 44600, नेपाल",27.6461624,85.2539073,5.0,कीर्तिपुर 44600,", hike"
,Ramding waterfall,"HCXC+M2, क्यामा 45400, नेपाल",27.5992692,86.4200704,0.0,क्यामा 45400,", amusement_park"
,"Nepal Christian Ropheka Church (Darkha Church, NCRC)","Hospital, Gokulganga ,ward no 3 Rasnalu (near Of, रस्नालु, नेपाल",27.5496812,86.1898729,0.0,Gokulganga,", church"
,गोकुलगङ्गा,"गोकुलगङ्गा, नेपाल",27.5338274,86.1681562,,नेपाल,", tourist_attraction"
,गोकुलगंगा गाउँपालिका,"G5M8+JWV, बेताली 45400, नेपाल",27.5341112,86.1673978,4.0,बेताली 45400,", mosque"
,Chandra Bahadur Sunuwar Chock चन्द्र बहादुर सुनुवार शालिक चाेक,"F65G+78, दुरागाउँ 45400, नेपाल",27.4581759,86.2257695,5.0,दुरागाउँ 45400,", museum"
,Ganesh Mandir,"Those 5, नेपाल",27.5958692,86.262684,4.3,नेपाल,", hindu_temple"
,Jata Pokhari Dolakha,"PCG9+GQV, 45500, नेपाल",27.7263603,86.4194126,4.6,45500,", trek"
,Umakunda Waterfall,"Gupteshvar 9, प्रिती 1, नेपाल",27.5356853,86.2695988,5.0,प्रिती 1,", hike"
,लहरीनी पार्क,"95G3+QCJ, मन्थली 45400, नेपाल",27.3769647,86.1535305,5.0,मन्थली 45400,", park"
,Chinne khola uttisghari,"C5GH+G5V, धोबी 6, नेपाल",27.4263566,86.1779246,0.0,धोबी 6,", amusement_park"
,Koinonia Kholmagaun Church,"95WQ+PF8, 45400, नेपाल",27.3968042,86.1887052,5.0,45400,", church"
,लिखु तामाकोशी,"लिखु तामाकोशी, 45400, नेपाल",27.4263566,86.1779246,,45400,", tourist_attraction"
,CHISAPANI MUSEUM,"C374+JX9, मन्थली 45400, नेपाल",27.4140348,86.0574694,5.0,मन्थली 45400,", museum"
,"त्रिपिंगेश्वोर महदेब मन्दिर , तिल्पु खोला","J9PG+RX6, Lubhu - Dharachour - Arubot Rd, महालक्ष्मी, नेपाल",27.6370451,85.3774388,4.4,Lubhu - Dharachour - Arubot Rd,", hindu_temple"
,लिखु तामाकोशी गाउँपालिकाको कार्यालय,"C5GG+8XX, धोबी 45400, नेपाल",27.4258771,86.1774696,4.4,धोबी 45400,", trek"
,kholmagaun Dada,"95WQ+MHG, गोठगाउँ 45400, नेपाल",27.3966859,86.1889498,5.0,गोठगाउँ 45400,", hike"
,Bethlehem priti Church,"F7WR+MP8, प्रिती 45400, नेपाल",27.4972578,86.2931718,5.0,प्रिती 45400,", church"
,उमाकुण्ड,"उमाकुण्ड, नेपाल",27.5704417,86.3397226,,नेपाल,", tourist_attraction"
,Umakunda Rural Municipality,"G75V+JCG, प्रिती 45400, नेपाल",27.5090655,86.2935859,4.6,प्रिती 45400,", mosque"
,लिखुखोले रोसी खब्तडी बस्नेत कुल पूजा मन्दिर,"Umakunda 2, नेपाल",27.5502923,86.3645219,5.0,नेपाल,", hindu_temple"
,Jivan marga church,"R4XW+RM8, 10 ward office, नेपाल",27.8426813,85.1407455,5.0,10 ward office,", church"
,गोसाईकुण्ड ताल दृष्य केन्द्र,"Suryakunda Path, 45000, नेपाल",28.0833196,85.4104745,4.8,45000,", tourist_attraction"
,गोसाईकुण्ड दृष्य केन्द्र,"गोसाइकुन्ड पथ, 45000, नेपाल",28.0865898,85.409668,5.0,45000,", tourist_attraction"
,Mini Gosainkunda,"38X9+5VX, धुन्चे 45000, नेपाल",28.0979441,85.3197229,4.3,धुन्चे 45000,", mosque"
,गोसाइँकुण्ड,"गोसाइँकुण्ड, 45000, नेपाल",28.0820059,85.414986,4.8,45000,", picnic"
,NIM Karmidanda,"257X+XFP, लहरेपौवा 45000, नेपाल",28.0149635,85.1987034,5.0,लहरेपौवा 45000,", church"
,Mailung,"36C4+MRM Mailung Bazzar Bus Stop, डाँडागाउँ 45000, नेपाल",28.0717226,85.2070534,4.6,डाँडागाउँ 45000,", tourist_attraction"
,कालिका गाउँपालिका कार्यालय,"X6V3+J9G, लहरेपौवा 45000, नेपाल",27.994082,85.2034572,5.0,लहरेपौवा 45000,", mosque"
,भाँङ्गे झरना [Bhange Jharna],"Unnamed Road, डाँडागाउँ 45000, नेपाल",28.038119,85.193037,4.5,डाँडागाउँ 45000,", museum"
,श्री कालिका देवी मन्दिर,"X6X4+9V8, Kalikasthan, Dhaibung, पासाङ् ल्हामु राजमार्ग, लहरेपौवा 45000, नेपाल",27.9987385,85.2062509,4.4,Kalikasthan,", hindu_temple"
,कालिकास्थान रसुवा,"कालिकास्थान रसुवा, लहरेपौवा 45000, नेपाल",28.0005871,85.2107743,,लहरेपौवा 45000,", historic_site"
,"Naukunda-6,","भोर्ले 45000, नेपाल",28.0031875,85.2430625,3.0,नेपाल,", park"
,Jame Masjid Ratanpur,"4V8R+GG4, बसडिलवा 44300, नेपाल",27.1162546,84.8913495,3.7,बसडिलवा 44300,", mosque"
,राम मन्दिर,"2728+PVR, सरमथली 45000, नेपाल",28.001855,85.2671326,5.0,सरमथली 45000,", hindu_temple"
,Rauchuli,"29FC+3Q6, 44900, नेपाल",28.0226533,85.3718916,5.0,44900,", trek"
,Syaubari Picnic Spot,"2687+89F, लहरेपौवा 45000, नेपाल",28.0157289,85.2135206,0.0,लहरेपौवा 45000,", picnic"
,Majhuwaa Park,"X5FM+HHG, बेत्रावती बजार 44900, नेपाल",27.9739431,85.183941,0.0,बेत्रावती बजार 44900,", park"
,बेत्रावती चर्च,"X5HM+77F, त्रिशुली राजमार्ग, बेत्रावती बजार 44900, नेपाल",27.9781957,85.1831838,3.0,त्रिशुली राजमार्ग,", church"
,Sapkota Gaun (Dandagaun Rasuwa ),"25MQ+H9, डाँडागाउँ 45000, नेपाल",28.0343741,85.1885116,4.4,डाँडागाउँ 45000,", tourist_attraction"
,"उत्तरगया गाउँपालिका, गाउँ कार्यपालिकाको कार्यालय","X5RM+Q4W, लहरेपौवा 45000, नेपाल",27.9920169,85.1828779,3.4,लहरेपौवा 45000,", mosque"
,उत्तरगया बेत्रावती,"X5FM+3WJ, पासाङ ल्हामु राजमार्ग, बेत्रावती बजार 44900, नेपाल",27.9727191,85.1847589,4.6,पासाङ ल्हामु राजमार्ग,", hindu_temple"
,अम्रसा मण्डली - AMRASA CHURCH,"J2M5+JC8, अम्रसा पुरानो बाटो, अम्रसा 33000, नेपाल",27.6340722,84.0084754,5.0,अम्रसा पुरानो बाटो,", church"
,"Ronga, Rasuwa, Amachodingmo Remote Municipality of Bagmati Province (Tamsaling)Nepal.","58JQ+VRP, स्याप्रु बेसी 45000, नेपाल",28.1822005,85.3395763,0.0,स्याप्रु बेसी 45000,", tourist_attraction"
,Sasambhu temple,"J9RM+8JG, महालक्ष्मी, नेपाल",27.6408123,85.3840722,4.6,महालक्ष्मी,", hindu_temple"
,Tamang Heritage Trails,"49CX+2X5, स्याफ्रू 45000, नेपाल",28.12,85.4,4.7,स्याफ्रू 45000,", trek"
,Asanwa Tempo Park,"Judibela, Rautahat, 44515, नेपाल",27.1407172,85.3981689,4.3,Rautahat,", park"
,Gujara Fun Park(Rautaha),"37M6+Q76, रंगपुर 44500, नेपाल",27.0844219,85.2606406,3.7,रंगपुर 44500,", amusement_park"
,Mukti A. G,"4FJ9+G64, चन्द्रपुर 1, नेपाल",27.1312897,85.4680623,5.0,चन्द्रपुर 1,", church"
,Nunthar_swing Rautahat,"नुनथर पीकनिक स्थल बाटो, चन्द्रपुर 44100, नेपाल",27.1520104,85.4888832,5.0,चन्द्रपुर 44100,", tourist_attraction"
,Jamia Masjid,"588M+PP3, चन्द्रपुर 44515, नेपाल",27.166768,85.3342973,0.0,चन्द्रपुर 44515,", mosque"
,Chandrapur Bazar,"चन्द्रपुर 44515, नेपाल",27.1108389,85.3526514,4.2,नेपाल,", museum"
,Chandrapur aquarium house,"Chandrapur-4, नेपाल",27.1190138,85.3581427,0.0,नेपाल,", aquarium"
,नुनथर शिव मन्दिर,"चन्द्रपुर, नेपाल",27.1462855,85.4889711,4.3,नेपाल,", hindu_temple"
,Nunthar Picnic Spot,"चन्द्रपुर 44100, नेपाल",27.1491049,85.4885982,4.1,नेपाल,", picnic"
,Chapur Illaka Forest,"487V+23R, चन्द्रपुर 44515, नेपाल",27.1126181,85.3426532,4.0,चन्द्रपुर 44515,", hike"
,Methur Chaudhary Park,"X828+FQ4, Samanpur Road, गरुडा 44500, नेपाल",26.9511355,85.3169409,4.0,Samanpur Road,", park"
,Church (Pastor Dinkar Ray Ministry),"Church Road, गरुडा 44500, नेपाल",26.9534892,85.3144601,5.0,गरुडा 44500,", church"
,Kranti Dwar,"Q73G+X7Q, गौर 44500, नेपाल",26.7550212,85.2757911,4.5,गौर 44500,", tourist_attraction"
,Masjid aayesa hanifa,"X899+2WQ, चन्द्रनिगाहपुर-गौर रोड, गरुडा 44500, नेपाल",26.9674528,85.3199004,3.6,चन्द्रनिगाहपुर-गौर रोड,", mosque"
,NEW SONU FILM & Chaurasiya House (Ramjanm),"W8XG+X5Q, Gaurad, बैरिया 44500, नेपाल",26.9499377,85.3255593,3.0,Gaurad,", museum"
,Gaighata Shreepur,"XG22+392, श्रीपुर 45800, नेपाल",26.9501444,85.5009022,5.0,श्रीपुर 45800,", zoo"
,Garuda laxmipur nepal,"Laxmipur yadav niwas, गरुडा 44500, नेपाल",26.9447814,85.3030849,5.0,गरुडा 44500,", hindu_temple"
,Gajendra Memorial Hospital,"NH36, सखूअवा 44500, नेपाल",26.906872,85.3030051,5.0,सखूअवा 44500,", monument"
,गरुडा,"गरुडा, 44500, नेपाल",26.9487337,85.3084706,,44500,", historic_site"
,ओलार चौक,"W8VV+9C4, Gamhariya-Garuda Road, बरियारपुर 44513, नेपाल",26.9433816,85.3435703,0.0,Gamhariya-Garuda Road,", hike"
,Gaur Shivalaya Pokhari Park,"Q76H+W94, गौर 44500, नेपाल",26.7622699,85.2784585,4.5,गौर 44500,", park"
,Rautahat District Water supplier,"Q77H+458, गौर 44500, नेपाल",26.7627896,85.2779526,4.0,गौर 44500,", amusement_park"
,Baram Baba temple,"Q7MG+6XV, गौर 44500, नेपाल",26.7831243,85.2774207,2.0,गौर 44500,", church"
,Masjid 1 Gaur,"Q75H+H2X, गौर 44500, नेपाल",26.7590041,85.2776244,3.0,गौर 44500,", mosque"
,Dr.Subhash Animal Hospital & Research Center Pvt.Ltd,"Nepal bank ltd, Opposite to Rangoli studio, Gaur Rd Number 2, गौर 44500, नेपाल",26.7644968,85.2796597,5.0,Opposite to Rangoli studio,", zoo"
,Fish Market,"Q77H+68W, गौर 44500, नेपाल",26.7631397,85.2783446,4.0,गौर 44500,", aquarium"
,Shivalaya Mandir,"Q77H+3JW, गौर 44500, नेपाल",26.762748,85.2790894,4.9,गौर 44500,", hindu_temple"
,Barhawa Picnic Spot,"Q7CJ+4P7, गौर 44500, नेपाल",26.7702761,85.2818019,3.8,गौर 44500,", picnic"
,Tauqeer Shaikh,"Q7MG+6XV, गौर 44500, नेपाल",26.7831243,85.2774207,0.0,गौर 44500,", hike"
,Pawan my house,"R6X2+P8R, RoadNarkatiya Guthi 44500, नेपाल",26.8493789,85.2007396,0.0,RoadNarkatiya Guthi 44500,", church"
,बौधीमाई,"बौधीमाई, 44500, नेपाल",26.8868236,85.2153062,,44500,", tourist_attraction"
,Ward 4,"V5V5+3X6, कचोर्वा 44400, नेपाल",26.8926551,85.1598751,0.0,कचोर्वा 44400,", museum"
,Shiva Temple (Baudhaimai City),"V6XM+V2C, Ajay Kushwaha Road, Baudhimai Municipality, इनरुवा, नेपाल",26.8996454,85.2325794,2.0,Ajay Kushwaha Road,", hindu_temple"
,Dhanmatiya devi memorial,"W65Q+6W, इनरुवा 44500, नेपाल",26.9080233,85.2397783,5.0,इनरुवा 44500,", monument"
,सहिद स्मृति पार्क,"Chandranigahpur, महेन्द्र राजमार्ग, 44515, नेपाल",27.1130894,85.3749794,4.1,महेन्द्र राजमार्ग,", park"
,Sundarpur Masjid,"X99C+M2X, Unnamed Road, संग्रामपुर 44500, नेपाल",26.9692426,85.3700877,4.4,Unnamed Road,", mosque"
,Sundarpur nisha family,"X8QM+P9Q, Sundarpur, संग्रामपुर, नेपाल",26.9893305,85.3334861,0.0,Sundarpur,", hindu_temple"
,White house,"X9MG+M68, हर्दिया पल्टुवा 44500, नेपाल",26.9841687,85.3755895,0.0,हर्दिया पल्टुवा 44500,", trek"
,देवाही गोनाही,"देवाही गोनाही, 44500, नेपाल",26.9300507,85.2617865,,44500,", tourist_attraction"
,Aliganj Masjid,"X6FR+28W, कटहरिया 44500, नेपाल",26.9721811,85.2406279,1.0,कटहरिया 44500,", mosque"
,Santosh barai,"V78G+5X7, जिंगडवा बेलविचवा 1, नेपाल",26.8654042,85.2774207,0.0,जिंगडवा बेलविचवा 1,", museum"
,Pithawa Maai Mandir,"W7H2+V69, कर्कच कर्मैया 44500, नेपाल",26.9296645,85.2505961,5.0,कर्कच कर्मैया 44500,", hindu_temple"
,Dewahi Gonahi Municipality,"W7J7+WF4, प्रेममपुर गुनाही 44500, नेपाल",26.9322699,85.2637182,3.2,प्रेममपुर गुनाही 44500,", trek"
,Bhelhi River side,"V7JM+HPX, सखूअवा 44500, नेपाल",26.8814792,85.2843683,0.0,सखूअवा 44500,", hike"
,धर्मपुर पूल बाग्मती नदी,"V9X7+P8, धरमपुर 44500, नेपाल",26.8992872,85.3633256,4.3,धरमपुर 44500,", park"
,Gangata park,"XFXC+VG3, Unnamed Road, बरहथवा 45800, नेपाल",26.9996298,85.4712959,4.2,Unnamed Road,", amusement_park"
,गढीमाई,"गढीमाई, नेपाल",26.9455292,85.3639417,,नेपाल,", tourist_attraction"
,Gadhi,"Gadhi 45800, नेपाल",26.9,85.383333,,नेपाल,", tourist_attraction"
,मुलपानी झरना,"चन्द्रपुर 44100, नेपाल",27.2133948,85.3461628,4.1,नेपाल,", tourist_attraction"
,Jamya masjid jingadiya,"X88C+XXF, गरुडा 44500, नेपाल",26.9674219,85.3224154,3.3,गरुडा 44500,", mosque"
,दबंगो का शहर गरुड़ा,"X829+R8G, गरुडा 44500, नेपाल",26.9520389,85.3183405,0.0,गरुडा 44500,", museum"
,Gadhimai Temple,"X978+967, Garuda-Samanpur Road, समनपूर 44500, नेपाल",26.9633895,85.3656087,4.5,Garuda-Samanpur Road,", hindu_temple"
,Gah Hiti,"M9MM+G6C, Unnamed Road, मध्यपुर ठिमी 44600, नेपाल",27.6838072,85.3830214,0.0,Unnamed Road,", historic_site"
,खैरा चर्च(Khaira church),"358V+CHW, कोल्हवी 44400, नेपाल",27.0660852,85.1940082,5.0,कोल्हवी 44400,", church"
,"Aurahidi temple (Gujara'7' Rautahat)P","Aurahidi temple (Gujara'7'Rauthat, नेपाल",27.0418136,85.2815144,2.3,नेपाल,", hindu_temple"
,महुलिया पोखरा,"Q6F2+PXX, Unnamed Road, मठिया 44500, नेपाल",26.7743723,85.2024816,2.5,Unnamed Road,", church"
,Akolawa,"R65X+FH4, अकोलवा 44500, नेपाल",26.8086254,85.2489603,5.0,अकोलवा 44500,", museum"
,ईशनाथ,"ईशनाथ, नेपाल",26.7936875,85.2107511,,नेपाल,", monument"
,Churiamai Picnic spot,"Q749+MX9, Unnamed Road, गौर 44500, नेपाल",26.7566678,85.2699844,3.2,Unnamed Road,", picnic"
,मिलन ट्रेडस,"599G+765, चन्द्रपुर 44515, नेपाल",27.168132,85.3756249,0.0,चन्द्रपुर 44515,", museum"
,Haatti Mahaakaal Temple,"M9JP+2HQ, मध्यपुर थिमि 44600, नेपाल",27.6800846,85.3864868,4.7,मध्यपुर थिमि 44600,", hindu_temple"
,कटहरिया,"कटहरिया 44500, नेपाल",26.969409,85.2256635,,नेपाल,", historic_site"
,कटहरिया,"कटहरिया, 44500, नेपाल",26.9690093,85.2285176,,44500,", historic_site"
,Ratan Khola Waterfall,"FCCW+PG, च्याम्रांग बेसी 45200, नेपाल",27.4718597,85.4463316,5.0,च्याम्रांग बेसी 45200,", hike"
,Mosque,"W8H3+P4, गरुडा 44500, नेपाल",26.9291169,85.302411,0.0,गरुडा 44500,", mosque"
